tau-22,tau-21,tau-20,tau-19,tau-18,tau-17,tau-16,tau-15,tau-14,tau-13,tau-12,tau-11,tau-10,tau-9,tau-8,tau-7,tau-6,tau-5,tau-4,tau-3,tau-2,tau-1,tau0,tau1,tau2,tau3,tau4,tau5,tau6,tau7,tau8,tau9,tau10,tau11,tau12,tau13 
 -8.92296873192652e-06,-0.0162053981986054,0.0135838692606055,0.00165012957750018,0.0131898411526316,0.00291383887064917,-7.13887003728018e-05,-0.0054502461258581,-0.00656222460867765,-0.00138904544679599,0.00439137522678325,0.0082875267268183,0.000709387028626274,0.00023637309812155,-0.000259450819459806,-0.0012957876807407,0.00263844073561507,-0.00447108435977465,0.000814766832757737,0.000812978162381854,-0.000201010875341779,0.00165567192984978,0.00431414974424568,-0.00771369570786896,-0.00894775680271091,-0.00916083788036199,-0.0068961720819007,0.0134166718853989,0.0115144796383371,0.0187347742551382,0.0664083999456112,0.0692383607107542,0.159726819427252,0.0982692633856087,0.0325812265603252,0.150215823265691
