rel_year,estimate,std_error
-15.0,0.0029799023887299016,0.018968025815130744
-14.0,-0.011657701703682941,0.012550627482770287
-13.0,-0.0028910047920754646,0.009962495232703799
-12.0,0.001787301063636563,0.008941613119733627
-11.0,0.005536436216234776,0.008332609831636363
-10.0,0.002957318902608259,0.007729039615761425
-9.0,-0.004449401517524155,0.007270261916510724
-8.0,-0.0009608010740962909,0.007270261916510724
-7.0,0.002539260704391126,0.007270261916510724
-6.0,0.0021341370959469235,0.007270261916510724
-5.0,-0.0035848291923417856,0.007270261916510724
-4.0,0.0021816744229451682,0.007270261916510724
-3.0,0.002607342445315807,0.007270261916510724
-2.0,-0.0015786945509342189,0.007270261916510724
-1.0,-0.0019301791855341399,0.007270261916510724
0.0,-0.004546855918724117,0.007270261916510724
1.0,-0.02030958845915752,0.007871418769767683
2.0,-0.03433453886200838,0.00891911845989675
3.0,-0.01731074572337729,0.010633701192177538
4.0,-0.030536510611432283,0.012488648696648518
5.0,-0.04160345701097719,0.014879743656258979
6.0,-0.10952159158790267,0.021420959630348044
