fips,year,y_tilde,y0hat,tau_hat
1003,1977,0.0254552150209975,-0.00283636483245389,0.0282915798534513
1003,1978,-0.0709530461570616,-0.00332230577379663,-0.0676307403832649
1003,1979,-0.00434915653239543,-0.0391511899787532,0.0348020334463577
1003,1980,-0.0434061708049711,-0.0276974527620067,-0.0157087180429644
1003,1981,0.0222975229634157,-0.0153358848607656,0.0376334078241813
1003,1982,0.0381461535600538,0.010873623619781,0.0272725299402728
1003,1983,-0.111900648046593,-0.0108418125194202,-0.101058835527172
1003,1984,0.0310941016760351,-0.0175456106555121,0.0486397123315472
1003,1985,0.113616028320516,0.105856997762927,0.00775903055758889
1003,1986,0.17375211083004,0.155355413356945,0.0183966974730946
1003,1987,0.20674352756196,0.26100526470578,-0.05426173714382
1003,1988,-0.000907138753708736,0.308784583797019,-0.309691722550728
1003,1989,0.0802047900167233,0.426320172590568,-0.346115382573845
1003,1990,0.0333476320694324,0.498434540787166,-0.465086908717734
1003,1991,0.211272455105267,0.51724441682163,-0.305971961716363
1003,1992,0.358217487172715,0.844789926917903,-0.486572439745188
1003,1993,0.372176453735745,0.959958704262598,-0.587782250526853
1003,1994,0.357808014539759,0.970123987145572,-0.612315972605813
1003,1995,0.478182711453334,1.02461398574992,-0.546431274296581
1003,1996,0.712949650606404,1.06417256471714,-0.351222914110736
1003,1997,0.641237153768602,0.970386778634264,-0.329149624865662
1003,1998,0.607682264171731,1.06271039968074,-0.455028135509012
1003,1999,0.555914276876207,1.06224268198744,-0.506328405111232
1005,1977,-0.235484176667866,-0.108414362259413,-0.127069814408453
1005,1978,-0.0770530864004044,-0.0932661738500398,0.0162130874496354
1005,1979,-0.00166043427977947,-0.0421931478904545,0.040532713610675
1005,1980,0.0325608530350054,-0.0354491617105459,0.0680100147455514
1005,1981,0.0441244070033919,0.0323621560417992,0.0117622509615927
1005,1982,-0.116239481582999,-0.086651683730774,-0.0295877978522254
1005,1983,-0.102479395342126,0.0707466284046583,-0.173226023746784
1005,1984,0.119983546842602,0.0960453799470287,0.0239381668955731
1005,1985,0.336247767392173,0.166820365047741,0.169427402344432
1005,1986,0.170015725755047,0.303688936691545,-0.133673210936498
1005,1987,0.375413432105796,0.334767106578112,0.0406463255276847
1005,1988,0.348389557234318,0.327827350471615,0.0205622067627028
1005,1989,0.29927651920603,0.327232792397289,-0.027956273191259
1005,1990,0.215044971004439,0.248653981238669,-0.0336090102342297
1005,1991,-0.000462345113216856,0.297209755654984,-0.297672100768201
1005,1992,-0.251091716144447,0.190878621976774,-0.441970338121222
1005,1993,-0.289080248251898,-0.0956975633224449,-0.193382684929453
1005,1994,-0.167738107748974,-0.0249673270692235,-0.142770780679751
1005,1995,-0.0514248335783192,-0.00193540059932523,-0.049489432978994
1005,1996,-0.351338231901339,0.309956304247651,-0.66129453614899
1005,1997,-0.118273494240512,0.626444406381777,-0.744717900622289
1005,1998,-0.378116168335282,0.851038409248,-1.22915457758328
1005,1999,-0.494933610233617,0.849585233702548,-1.34451884393616
1013,1977,0.0387109364206575,0.044926273254316,-0.00621533683365854
1013,1978,0.0230414902629086,0.0341072638450356,-0.011065773582127
1013,1979,-0.0105875100825461,-0.0613373187900349,0.0507498087074888
1013,1980,-0.0638429301830712,-0.0314098571083587,-0.0324330730747125
1013,1981,-0.0217444875172852,-0.0741747384862305,0.0524302509689453
1013,1982,0.294285943009863,0.161345545299409,0.132940397710455
1013,1983,-0.108259923884494,-0.0491381165858619,-0.0591218072986318
1013,1984,-0.139895253432406,-0.0907294682795092,-0.0491657851528966
1013,1985,-0.0117082645936346,0.0664104168512343,-0.0781186814448689
1013,1986,0.0575986262590185,-0.00249654921650589,0.0600951754755243
1013,1987,0.164655842445849,0.117933592926017,0.0467222495198314
1013,1988,0.291291186052261,0.20115347382271,0.0901377122295508
1013,1989,0.309883050360143,0.408882570665802,-0.098999520305659
1013,1990,0.523603932676622,0.608571208931147,-0.084967276254525
1013,1991,0.397373089513106,0.587272782716389,-0.189899693203283
