fips,year,ytilde,y0hat
1003,1977,0.02545521502099657,-0.026015935543411292
1003,1978,-0.07095304615706244,-0.008480803810252468
1003,1979,-0.004349156532397203,-0.016271538371917006
1003,1980,-0.043406170804972,-0.0011153208003456083
1003,1981,0.022297522963415695,0.006118319017331823
1003,1982,0.03814615356005113,-0.0009152488922363651
1003,1983,-0.11190064804659361,0.011203383842211782
1003,1984,0.031094101676033326,0.013183611220853871
1003,1985,0.1136160283205161,0.022293533337742047
1003,1986,0.17375211083003972,0.03344909247816741
1003,1987,0.20674352756196068,0.03338525243943118
1003,1988,-0.0009071387537096243,0.03860540055052989
1003,1989,0.0802047900167242,0.031218925913408826
1003,1990,0.033347632069431477,0.028560310776907162
1003,1991,0.2112724551052656,0.02873875715031871
1003,1992,0.3582174871727144,0.05556516870834028
1003,1993,0.3721764537357437,0.059495534022571114
1003,1994,0.3578080145397564,0.06165253274279324
1003,1995,0.478182711453333,0.06616952121608576
1003,1996,0.7129496506064035,0.09260886274125839
1003,1997,0.6412371537686026,0.08960040174900284
1003,1998,0.6076822641717321,0.11673145529052749
1003,1999,0.5559142768762069,0.11578309415431083
1005,1977,-0.2354841766678657,-0.2228583229889288
1005,1978,-0.07705308640040442,-0.07264846238557207
1005,1979,-0.001660434279780354,-0.13938563723624386
1005,1980,0.032560853035005444,-0.009554087445555701
1005,1981,0.04412440700339282,0.05241088921974828
1005,1982,-0.11623948158300124,-0.007840226729533396
1005,1983,-0.10247939534212591,0.09597069191343774
1005,1984,0.11998354684260093,0.11293376256698198
1005,1985,0.336247767392174,0.19097139308546696
1005,1986,0.17001572575504742,0.2865324079061943
1005,1987,0.37541343210579825,0.2859855398549353
1005,1988,0.3483895572343183,0.33070249619317893
1005,1989,0.2992765192060318,0.26742830227913567
1005,1990,0.2150449710044393,0.244654010353132
1005,1991,-0.00046234511321685545,0.24618262190183432
1005,1992,-0.2510917161444475,0.47598366371543904
1005,1993,-0.2890802482518984,0.5096520521230652
1005,1994,-0.1677381077489759,0.5281293856279796
1005,1995,-0.05142483357831917,0.5668229192292816
1005,1996,-0.35133823190133917,0.7933082325634687
1005,1997,-0.11827349424051015,0.7675370827851753
1005,1998,-0.3781161683352803,0.9999477559703764
1005,1999,-0.49493361023361615,0.9918238823525144
1013,1977,0.03871093642065748,-0.09402176879176441
1013,1978,0.02304149026290858,-0.03064968291012752
1013,1979,-0.010587510082546991,-0.05880545084138462
1013,1980,-0.06384293018307119,-0.004030776992192312
1013,1981,-0.021744487517284306,0.022111646728288234
1013,1982,0.29428594300986166,-0.003307715749417268
1013,1983,-0.10825992388449368,0.04048910574598177
1013,1984,-0.13989525343240672,0.04764566102107971
1013,1985,-0.011708264593633722,0.08056898178945252
1013,1986,0.05759862625901935,0.12088524873644531
1013,1987,0.16465584244585063,0.12065453040030479
1013,1988,0.2912911860522609,0.13952018133726632
1013,1989,0.30988305036014463,0.1128254115351666
1013,1990,0.5236039326766218,0.10321715826849712
1013,1991,0.39737308951310624,0.10386206468113152
1013,1992,0.3177606396100545,0.2008128993267763
1013,1993,-0.0712061414305758,0.21501726642420976
1013,1994,-0.03846764877572362,0.22281267453545942
1013,1995,0.0069761135458934476,0.2391371017374837
1013,1996,-0.13676007607073704,0.33468906263999454
1013,1997,0.12609881681849266,0.3238164640605239
1013,1998,-0.023106347318217146,0.42186827691582773
1013,1999,-0.0455124858913134,0.41844089329044665
1023,1977,-0.1508036085545852,0.0
1023,1978,-0.3023110007346146,0.0
1023,1979,-0.14823611690868965,0.0
1023,1980,-0.17225605928601428,0.0
1023,1981,-0.037174442838826316,0.0
1023,1982,0.26343038545591924,0.0
1023,1983,0.4750188803521942,0.0
1023,1984,0.06419438758419105,0.0
1023,1985,0.008137574930423774,0.0
1023,1986,-0.26855815149342277,0.0
1023,1987,0.13580997501070868,0.0
1023,1988,0.18806276171828795,0.0
1023,1989,0.3924275573109517,0.0
1023,1990,-0.1139801966248708,0.0
1023,1991,0.03555412129050328,0.0
1023,1992,0.3474191121907326,0.0
1023,1993,0.47369917141661144,0.0
1023,1994,0.4138704302990339,0.0
1023,1995,0.5338062101371204,0.0
1023,1996,0.598828334616071,0.0
1023,1997,0.7008621775284203,0.0
1023,1998,0.6215692837327902,0.0
1023,1999,0.5252904257786541,0.0
1025,1977,0.2437347607415683,0.3036945432322756
1025,1978,0.3340356199342791,0.09899985472747863
1025,1979,0.08820018764241411,0.1899442518720903
1025,1980,0.18696024655137933,0.013019591029245069
1025,1981,-0.06709681880511287,-0.07142161373429869
1025,1982,-0.17289399841659758,0.010684070684590983
1025,1983,-0.3242564268024921,-0.13078163316245017
1025,1984,-0.20892104553339497,-0.15389762867409573
1025,1985,-0.07976252531204242,-0.260241435974565
1025,1986,-0.44307990695754906,-0.3904647920402715
1025,1987,-0.40748895203962743,-0.38971956143453074
1025,1988,0.1109510144284016,-0.45065646272564897
1025,1989,-0.041985447358264594,-0.3644311552684515
1025,1990,-0.06120059679987744,-0.33339606494225454
1025,1991,0.018389217998556973,-0.3354791416693723
1025,1992,0.09655388768638584,-0.648634699388214
1025,1993,-0.009647009468124246,-0.6945154441667198
1025,1994,0.4102186350465882,-0.7196949630810939
1025,1995,0.12763414971910425,-0.7724235973788307
1025,1996,0.09437491450608437,-1.0810607299720871
1025,1997,0.31684802665479417,-1.0459417474027073
1025,1998,-0.06907820278415588,-1.3626535142717047
1025,1999,-0.42078808643356247,-1.3515829109638986
1035,1977,0.002128932544227524,0.0
1035,1978,-0.13402594907159138,0.0
1035,1979,0.18126084121502295,0.0
1035,1980,0.1480611872165083,0.0
1035,1981,0.044538370684215955,0.0
1035,1982,-0.11036634563775838,0.0
1035,1983,-0.03547150088603335,0.0
1035,1984,-0.08846436785314626,0.0
1035,1985,-0.007661168211453351,0.0
1035,1986,-0.20875103195108036,0.0
1035,1987,-0.26999936905214916,0.0
1035,1988,-0.4381665716291492,0.0
1035,1989,-0.7673541182878552,0.0
1035,1990,-0.4133209417438879,0.0
1035,1991,-0.5894744164922034,0.0
1035,1992,0.5582534115525251,0.0
1035,1993,0.3866605245650341,0.0
1035,1994,0.460425795376727,0.0
1035,1995,0.49088254481674287,0.0
1035,1996,-0.11244784989943657,0.0
1035,1997,-0.35413359338768746,0.0
1035,1998,-0.25796970287607746,0.0
1035,1999,-0.3332253663627336,0.0
1039,1977,-0.18369822533720725,-0.1448793840934915
1039,1978,-0.13620249626112635,-0.047228500800859656
1039,1979,-0.057341384161961884,-0.090614095105028
1039,1980,-0.12164571729522589,-0.006211077451014622
1039,1981,-0.021138271021468036,0.03407212819386854
1039,1982,0.13634625610185758,-0.005096902841652256
1039,1983,0.13306062332314195,0.06239019727405836
1039,1984,0.16780791077220947,0.07341782772401897
1039,1985,0.0828113038797822,0.12414980709997085
1039,1986,0.12650684636421516,0.18627367478816023
1039,1987,0.34287571972893627,0.18591815785980775
1039,1988,0.05540572627639584,0.21498848830980458
1039,1989,0.1837275366490001,0.17385416529987086
1039,1990,0.1794324597623076,0.15904868106597622
1039,1991,0.12080659058589216,0.16004242586636758
1039,1992,0.03129563240673061,0.30943524618141455
1039,1993,-0.0006062417960901456,0.3313229428601679
