tau-22.0,tau-21.0,tau-20.0,tau-19.0,tau-18.0,tau-17.0,tau-16.0,tau-15.0,tau-14.0,tau-13.0,tau-12.0,tau-11.0,tau-10.0,tau-9.0,tau-8.0,tau-7.0,tau-6.0,tau-5.0,tau-4.0,tau-3.0,tau-2.0,tau-1.0,tau0.0,tau1.0,tau2.0,tau3.0,tau4.0,tau5.0,tau6.0,tau7.0,tau8.0,tau9.0,tau10.0,tau11.0,tau12.0,tau13.0
-0.009747744008876142,-0.018170464348215763,0.03120734594749864,0.013140091674828436,0.02657503850592748,0.016410918151977705,0.018593368332599416,-0.00012258100526660461,0.00167744160049567,-0.0029143895267016865,0.005262320159989999,0.008218119110499328,0.00011784869612250311,-0.003778727832930624,-0.007308850943669076,-0.002960895825344472,0.0026243636213971896,-0.002870389255963768,0.007480194145151802,0.008357450569128306,0.006391416330103037,0.004433970035623302,0.004514922401477658,-0.014312765069217354,-0.02659185377404965,-0.03839767013662212,-0.04590672373266164,-0.053895609073535904,-0.053019640993765806,-0.04317463284037321,-0.05876108612271801,-0.06068776789382108,-0.06723058857507669,-0.128280142260084,-0.17295651771740872,-0.13422764133379564
-0.0006932528435982292,-0.01972665215143791,0.04035922368663429,0.008736686234759978,0.02419897446692171,0.007701859214396574,0.01928236346151749,0.009760671079227488,0.006290512859602453,-0.0014129510168438106,0.012738153491156659,0.011644758705301182,0.004148882244581885,-0.003469220262255498,-0.010455154643743742,-0.006182501139205971,0.0010002737243359548,-0.00923677052089478,-0.002261381826059272,0.012138187379731876,0.01090203875367858,0.01381954540730211,0.02189200653553942,0.0031630061375391956,-0.004783451038209652,-0.010762071811761776,-0.016294418067478812,-0.011353234856465695,-0.009305474879460691,0.002463966153703331,-0.034767739669643104,-0.02314419442333425,0.00015224358618873399,-0.0334333130405126,-0.057879691680557586,-0.07441490891000745
-0.04413999844160872,-0.058050901199273974,0.06591852783919845,0.05036975459738188,0.012512059017057127,0.01136525833019708,-0.009043586875118298,-0.015028603535141377,-0.018371284589835002,-0.023068003401210013,-0.003229680648078062,0.0050672342715764995,-0.001966647316197608,-0.003677877819114739,-0.007611365347573763,-0.004184635481184767,0.009858662597543614,0.006757748412837974,0.026384937487542663,0.01676898850754684,0.031695797432551055,0.03883699892010145,0.03368555226765891,0.0013557159704815226,-0.0006945627648477688,-0.006047172593401128,-0.022784340164291598,-0.03879282613398409,-0.02819622463015375,-0.04421588398838746,-0.07976850723821637,-0.06448517755070987,-0.08455212104007256,-0.18728846499316165,-0.20536860490359923,-0.05342452409000631
0.00027814219329134126,-0.06340658191708425,0.02277756533438565,0.008205766054249941,0.05162877846830234,0.03132248493200087,0.03443095180902914,0.011083498878140318,0.014417289082667479,-0.0026472149760737003,0.003277616654598024,0.005469846372567923,-0.005215988954454577,-0.013837140219672642,-0.008188097427168896,-0.008183214498992198,-0.007488061902112895,-0.004637938114668309,0.013430798322345422,0.015301711944188261,0.023189288992361844,0.020323993801859674,0.021369944777470135,0.007430795295062193,-0.0013318458395126657,-0.01005478468155713,-0.0027331289977971874,-0.02742636652955022,-0.02825194032734013,-0.011137700041678312,-0.026366461150533878,-0.017469015929804276,-0.003166755561740739,-0.05612287702251127,-0.1860969274766151,-0.1709371909500982
0.01646070296167826,0.016366171466718437,0.04508225638578575,0.01463181611882881,0.0187526467044991,0.02412552183969372,0.022316043545103116,0.0021963466634892692,0.0017273677774407997,-0.006392101034992648,0.007985674277119612,-0.0005795247258136578,-0.005499806639679813,-0.0032507460142726006,-0.005208708832256565,-0.00010558135696329252,0.004112879018005527,0.0006990583397900313,0.006496061381281655,0.013032335496984905,-0.00376356871176214,0.006844313698588393,0.014870973230248573,-0.014052818603852305,-0.02093039641339017,-0.027250610374546992,-0.03437750798493151,-0.03798701867159766,-0.041249272622370436,-0.03893660251423285,-0.057200019595506746,-0.0662989689690271,-0.08143780505053023,-0.15934054148314172,-0.20616554209842844,-0.16206879859876133
-0.0465796296700854,-0.018086012163522968,0.01671242272860357,0.0003749644996086493,0.025432308791674102,-0.0113343691800954,0.006551237202264269,-0.018553095519314895,-0.007231438080347787,-0.011420481521305963,0.008553148633134599,0.004783294360828043,0.009651631706825758,-0.002017203231381647,-0.007565285234325784,-0.00017763623770649772,-0.0006262341676110557,-0.004937627226758022,-0.0006264853753065341,0.011162758632178131,0.014133024474045255,0.010503290447524108,0.013405398004777152,0.0008622784592995985,-0.005683136289347138,0.0021210737319632845,-0.0041427533702102295,0.0013475557916054774,0.011633398727773784,0.02304715732467793,0.019790016589254836,0.011968605732533331,0.004262990268822498,-0.020463489355125153,-0.05998237220762544,0.014658220352531308
0.04618535765241966,0.04864395798834061,0.09338294556732621,0.06808228901200276,0.024366284114977453,0.026906577520295828,0.047219613429830234,0.013286558245536728,0.0016353416036987453,-0.0015074122075185372,0.007199973861689897,0.0059763150177701415,-0.0002642934965560102,-0.0070173883470016135,-0.015327775384416022,-0.016049030227931627,-0.0005996351195147696,-0.0007590847269869546,0.00877461095292655,0.021404581333133225,0.020057893059770186,0.019483155467705078,0.01335438114301463,0.0220415560709964,0.02218160521629248,0.010019193787700612,0.012719261076509414,0.012690944978842985,0.019807751645159428,0.04668357296823603,0.03174654937973574,0.05898108980036445,0.08611276713761995,0.06114459134524667,0.03401733485875572,0.04727923593567319
0.00874785093553463,0.018760639272685738,0.07198478310005367,0.0366652192867467,0.015476355648073627,0.03280294129701848,0.016846665204945686,-0.007206588021295968,-0.003630284811030953,-0.002708724792795584,0.001897913656595133,0.009746264502483093,0.0048786360027885355,-0.006417756077272998,-0.008246994525032792,-0.010085377001484635,-0.0018987715119389676,-0.008161960318766252,-0.003932257300229058,0.008163550258122668,0.014156879208206834,0.018274886242514016,0.02153728462872845,0.01444127318503805,0.011504429206645697,0.0016213426717888845,-0.0014362113564493815,0.0028811084366436096,0.015311089532394996,0.02451259348653073,0.017125236917530335,0.02726565571941571,0.05718901832866526,0.05044715026467459,0.016004831216167175,0.03360249719896996
-0.009955111014183185,-0.033128883696454385,0.004918606047816241,-0.01920078904165678,-0.01022490085646273,0.003823884549411036,0.0034563143014790577,-0.00638125001399957,0.00322344728034454,-0.007748766468655285,0.0007379925022924184,0.006100321908507907,-0.0016095263487245716,0.002886695354340192,-0.009214739253819177,0.005100735461418194,0.0030309931014995315,0.007171766500359174,0.015865388241969175,0.015704267122931808,0.009233353176518896,-0.007277093303227388,-0.012683900804393019,-0.03933122245649424,-0.039645574745490915,-0.0604272734218881,-0.07410409719816069,-0.08279965275521187,-0.10000032401797834,-0.07168657467112384,-0.10993838100709154,-0.07868536429470334,-0.12910007707193238,-0.28836696269045176,-0.42199974869367696,-0.3913839546764115
-0.00046514352993254614,0.016220918163285417,0.05230932049581239,0.005197725226885408,0.03544207192465311,0.047956038436862095,0.046250301373452124,0.009109618332467689,0.015592457665306182,-0.003757496601510574,0.006654894791195736,0.012826670341976605,0.005405639793749435,-0.010239060785680347,-0.006318513206149702,-0.0031370781036735773,0.007219618053042725,0.011022256085563528,0.027437076670610103,0.02491199796132563,0.020321442881217042,0.010143355735953536,0.014215642866078501,-0.0003960755156785532,-0.019941341490008244,-0.039014980085421404,-0.05030057708281629,-0.06693098166062651,-0.0884540185293466,-0.07786024137866784,-0.11516876215453285,-0.09954922756146509,-0.02955281287479841,-0.09973773432953173,-0.16132206415628586,-0.21725737693286723
