tau-22,tau-21,tau-20,tau-19,tau-18,tau-17,tau-16,tau-15,tau-14,tau-13,tau-12,tau-11,tau-10,tau-9,tau-8,tau-7,tau-6,tau-5,tau-4,tau-3,tau-2,tau-1,tau0,tau1,tau2,tau3,tau4,tau5,tau6,tau7,tau8,tau9,tau10,tau11,tau12,tau13
-0.009209199306361908,-0.01808828933863206,0.03636897578176861,0.009824897563501463,0.023810436767359333,0.016055069499251385,0.017146753454251786,-4.225107535938843e-5,0.0015303263565993078,-0.002672552697522723,0.005120357158903377,0.008059356018544931,0.00016519871326954502,-0.0033965402874808195,-0.006225460963642297,-0.001675338926073855,0.003121362254225614,-0.00317577179812139,0.006810112607984459,0.007519393473944629,0.005388606173727951,0.003554843825284558,0.0034670124121464513,-0.015059891065192251,-0.026801848468746448,-0.038061977419863446,-0.04473927104502239,-0.05229790049447835,-0.05026646680520132,-0.0407393632203552,-0.05635898310463417,-0.05894444770135066,-0.06561948096295855,-0.12592672527930246,-0.17066816095124668,-0.1320538939983931
-0.02955791054311387,-0.05001271843952396,0.016445010646689354,-0.021591807648688763,0.0044117061963265675,0.010340071696183686,0.00905893743286377,-0.016861638256793106,-0.01268456657918582,-0.018061224367681674,0.002401425011104816,0.009965087732724783,0.00992940277739039,0.008947942948959517,-0.004142737954701578,-0.005582795791873496,-0.0006052751827536353,0.004056308655456909,0.017386831315835512,0.00695261977463269,0.011935167512449513,0.0009828857030238537,-0.0001461302636508986,-0.026402895953620338,-0.038904761708629526,-0.05399904151010136,-0.06624232645324364,-0.08781693437646912,-0.09382367954902367,-0.09470356435299128,-0.13252037888456059,-0.12889396729284833,-0.15109343112420143,-0.21198157793572348,-0.2834326509330066,-0.3114326519089352
-0.051759255495588255,-0.05287602630147902,0.019700190388935748,0.0256377360988128,-0.0018825460377870581,-0.018410191698825268,0.0008199010685151022,-0.00371305280904794,0.0035034829103191304,0.0011937776471855133,0.005906655329358029,0.009477270850992576,0.0081037815231459,0.006381300662648352,0.0019416910116324105,0.004552423113892297,0.011210118931116321,0.002200200946349349,0.004267421238344281,0.0030707577551736774,-0.007335683945333632,-0.013453160473761277,-0.023412669212012065,-0.0429307170494872,-0.05411306816421148,-0.07216507178430467,-0.07746597700136139,-0.07745169514081218,-0.06943924791926676,-0.07085838690300107,-0.08746084687041736,-0.07070553551771716,-0.08189639099251275,-0.10545790003596335,-0.11446645659759853,-0.08116479632517325
0.00261517954584117,0.007152302359755653,0.040307338654691896,0.051176058156941706,0.02123653481297347,0.028639002256899946,0.03131977113362198,0.0045808302100718,0.005123551680290164,-0.007200255121712536,0.0024345240603056077,0.009740536329988168,-0.0012381800576723918,-0.006600981058659134,-0.014504355324286088,-0.008885619596710682,0.005131208412160394,-0.0026445691498496217,0.01789333394493618,0.01300087061417905,0.01278338398772675,0.01505491030151515,0.01639828522708604,0.008139220166549142,-0.00039414739152985456,-0.008497320989769798,-0.015089135243775557,-0.02294432241137643,-0.029899970169908193,-0.019649550763162053,-0.03076761795421702,-0.030643810495200485,-0.025075881000657996,-0.08541145655696254,-0.08840994727323886,-0.0045927651840128115
-0.006733833636247444,-0.010247564037889293,0.042858020161915165,0.01783427770301441,0.01910082295774157,0.011071425473252254,0.008734667802460634,-0.01092237835048053,-9.62774108833021e-5,-0.0011163655414546858,0.006654793305033437,0.0056602438183414915,0.003073629669418222,-0.006764752645406688,-0.007048304110043414,-0.006979774707871827,-0.002175189616369004,-0.0045235131343039124,0.008311664538219845,0.013415917555397679,0.00973251210948603,-0.0011561326951150055,-0.006340083460559043,-0.02571229806067648,-0.03915196766746351,-0.053268968852343876,-0.0621485346996213,-0.05936042544479608,-0.0644049839594521,-0.06447592193842376,-0.09938674813494115,-0.09246313876099356,-0.10043969952793806,-0.19650441601231164,-0.22675393196472965,-0.2628521079413713
-0.026613486691525044,-0.046023791046821215,0.014861459111958533,0.00838106779931937,0.013360905432094236,0.01447564426782658,0.013898271886552273,-0.00018002435827773364,0.003023419464029858,-0.009024302325369106,-0.0017702490795411167,0.013248210716449467,0.0016804640757705626,-0.00372391643059687,-0.01020597093976699,-0.00730872692731076,0.009114311131654597,0.008229388450467494,0.006262778934894731,0.005954505792765901,0.005391957491356213,0.012047850626097222,0.01143560933962751,-0.010891571206729034,-0.023405064875123973,-0.04594029425902684,-0.057793281282838165,-0.06671296452459001,-0.06644931324186851,-0.050825882578485554,-0.05101913717660616,-0.04811536848720379,-0.008545324446223026,-0.07822724960780741,-0.12734332550186642,-0.028460038849567923
-0.009261011318258348,-0.04251157778296715,0.029023712908468006,-0.006781363597343454,0.027909158559928957,0.030382377794621898,0.01880147614207193,0.005701635138084109,-0.003793305739468567,0.008660992944132431,0.009638834571866242,0.010370854896879592,0.0021827322325263304,0.006021654019874351,0.004334887600583138,0.0057016615620126745,0.012406746770746341,0.006843137144206092,0.015770494313874273,0.005713748330205052,-0.006032771591359737,-0.007211456725563667,-0.005127293651990655,-0.033627296215727236,-0.04842373581369327,-0.07254181827887746,-0.0766472463990962,-0.10462419461013213,-0.10542595813943816,-0.08623744687760265,-0.10229286697938342,-0.11395426825401798,-0.10633541765902715,-0.1576219276947721,-0.20811570996927442,-0.22412918304148774
0.029567488195557302,-0.03320577229375083,0.055333723754538856,0.055709830807713176,0.03583100599679972,0.02748547614729196,0.04959545101812393,0.004228804905030593,0.004205936404432123,-0.00941002272031335,-0.002605846729048771,0.0027124405147580044,-0.003866234517120081,-0.003770625219356368,-0.011236305720268527,-0.008092397616095148,-0.0028333744775635755,-0.006109104320394951,0.009265673140222815,0.02078549560046836,0.020468238040349095,0.027132940951366258,0.03779177043092882,0.03202340514223537,0.021281222667108992,0.004912383921793687,0.012437879942518737,0.019695563477752576,0.03537086640381656,0.0470107108527041,0.046122953606603796,0.055081026018294156,0.07313262208765736,0.017805238362900964,0.05763293734620615,0.002140701404371813
-0.017296624140302884,-0.05209289786102246,0.0019984248654797542,-0.04046938485237085,0.0061244675410684355,-0.008220819047389506,-0.019050847203463693,-0.019892071452673913,-0.009172073386445634,-0.0011131349819342125,0.010985622237568528,0.02109749902707915,0.02013664216118072,0.022643637199481446,0.02391988153187372,0.041565189160593444,0.06183426028672268,0.07213141276649447,0.08881054048123825,0.10617136083660803,0.11351308866551477,0.1296673187990941,0.13391746074314587,0.11448059675767598,0.10850564196270827,0.11237166807003365,0.10838489633215881,0.11305292993289386,0.11530072571072542,0.09382064750744173,0.08275392577733692,0.07441632043834967,0.11243052051918706,0.09894231339185985,0.084360793586842,0.01474717157593406
-0.012764839260889786,0.005962102994191107,0.03236163941103566,0.005576326121690318,0.031014092656510634,0.014131834141798943,0.02095455817434847,-0.009282221858324738,0.0029268730240011253,-0.005445969049053255,0.010140012932610147,0.008227456122555812,-0.0007314869147917064,-0.006918137559176261,-0.0031177586984642855,8.184235187054505e-5,0.0039766739016171065,-0.0028647781783755237,0.00430999797823844,0.011286599060722685,0.006117267493517485,0.005569134541476698,0.009719031975593985,-0.00437819604777292,-0.01635703139278077,-0.0253081187520815,-0.019230582781616982,-0.02264207793161579,-0.019016634206191898,-0.011038588788201718,-0.03424769380542157,-0.040571273788566266,-0.026489764105191865,-0.12326331896554014,-0.19062202956234026,-0.0685493850893681
0.03775448339915167,-0.0037123389194271585,0.04775033195901549,0.004873077025657898,0.033246717261945,0.026709497574000648,0.02058310462426632,-0.005403616079121495,-0.0016239642124075556,-0.007574972708047087,-0.0013912007953549538,0.015408825318998336,0.00229882100539206,0.010102991611886106,-0.0017131145686136518,-0.010626152158552773,0.0019872180745396087,-0.009804877142642781,0.006209170531972837,0.012370705517508797,0.01730324234249214,0.019984543723368067,0.0277240595197983,0.01984141824059383,0.009093720556962948,0.005367876148583318,-0.00046140703307738897,-0.013401718392953699,-0.0016548325678257337,0.006569505990908999,-0.012110123869684386,-0.011016794015186576,0.003000135477994948,-0.05570304119286925,-0.06243256616954516,-0.00796376744598761
-0.017657298809600968,-0.061819686324431744,0.024827802075681842,0.025939804063832943,0.006902628447205476,0.004225693560817176,0.010255177582683737,-0.00416569697361327,-0.00527830276933586,0.00023992223820543213,0.015341457317247165,0.013672304022066204,0.006049829385893769,0.003203877283035075,0.0034652969542525707,0.006591412603760966,0.013069682499361045,-0.0024297796902793965,0.006967700890189293,0.009100194963939729,0.01147294849587732,-0.007287040752258289,0.002864408907874307,-0.021473441598021968,-0.014061147358292347,-0.025714310228859172,-0.030349529428669895,-0.03153270876791472,-0.03529407884903403,-0.02459688814719313,-0.03399624345300898,0.00016557145800366797,0.0036247207506783096,-0.05654728525811613,-0.06952093677343302,-0.06531916206248116
0.01611370171644564,0.0007780240908403594,0.05132903079229452,0.005861063885550325,0.017117798420300534,0.020386363872436225,0.025990213566245354,0.007694167415254931,-0.0009546349110783331,-0.001706455750263054,-0.001435692830869535,0.0068923450263956056,-0.001159123567903066,-0.0019281038210153332,0.0025076736581790098,0.006313406115063479,0.003851660813558036,0.005591549897448631,0.023929575436451283,0.021581090849862372,0.013971063489431007,0.009045201022837061,0.007610942243739136,-0.020928725862368776,-0.052353715583582545,-0.07795717878170848,-0.08111849821249244,-0.09854638757464115,-0.10755476527003571,-0.10842207989227333,-0.10577253539348419,-0.06312150875250995,-0.07206941870194536,-0.12749093818627732,-0.18622928444360884,-0.14385181211469378
