tau-22,tau-21,tau-20,tau-19,tau-18,tau-17,tau-16,tau-15,tau-14,tau-13,tau-12,tau-11,tau-10,tau-9,tau-8,tau-7,tau-6,tau-5,tau-4,tau-3,tau-2,tau-1,tau0,tau1,tau2,tau3,tau4,tau5,tau6,tau7,tau8,tau9,tau10,tau11,tau12,tau13 
 0.00862849826534241,-0.00132616752454379,0.00136504697698067,0.0013595920943716,0.00283871654984229,-0.0037280974489241,0.00261384437091616,-0.00177201030713305,-6.80047410483356e-05,0.000384723505760114,0.00204804557588693,0.00247271151492428,0.00346799989439429,0.00172824603089951,0.00601275101480231,0.00926007404979157,0.0117139428659527,0.00515873017487105,0.00375626232248249,-0.00554478422392766,-0.00295021877877976,-0.0139171279734058,-0.00588917851246275,0.0294819534679908,0.0212075590614423,0.0227199867482573,0.0203924801612954,0.0278259004151836,0.0405021870008817,0.0535261611914813,0.0437726123090227,0.0305943565096318,0.0521088339982702,0.0408406049765229,0.0555421089985931,0.105108134008134
