tau-22,tau-21,tau-20,tau-19,tau-18,tau-17,tau-16,tau-15,tau-14,tau-13,tau-12,tau-11,tau-10,tau-9,tau-8,tau-7,tau-6,tau-5,tau-4,tau-3,tau-2,tau-1,tau0,tau1,tau2,tau3,tau4,tau5,tau6,tau7,tau8,tau9,tau10,tau11,tau12,tau13 
 0.0235643497170266,-0.015073091129361,0.00835755465907772,-0.00708245057474628,0.00700842487097474,-0.0051756355380343,0.0037877465165921,-0.00172472269145633,-0.00242860775734909,-0.00139137686933363,0.00348880771759873,-0.00587808504609475,-0.00597634627492138,0.00385084598995818,0.00730770931713832,0.00941036094569886,0.000107121337518822,-0.0123089464335335,-0.0192261167634437,0.0331057776048201,0.0104840513432465,0.00785446567273597,0.00626871555632289,-0.0190397914400279,0.00358327058052829,-0.0142293034125479,-0.0218016335943533,-0.0393564979227377,-0.0605828541917153,-0.0712183057953637,-0.0963509291197596,-0.0555097199762354,-0.0263885006546045,-0.0968369125077892,-0.115012034612335,-0.169789247719964
