fips,year,g,rel_year,ytilde,y0hat,tau_hat
1003,1977,1986.0,-9.0,0.038776997133517455,0.0005727806820116271,0.038204216451505825
1003,1978,1986.0,-8.0,-0.06168476885381047,-0.024735664717294173,-0.036949104136516295
1003,1979,1986.0,-7.0,0.003057825736770603,0.01567119622263413,-0.012613370485863529
1003,1980,1986.0,-6.0,-0.034271290136497434,0.00757123144022628,-0.04184252157672372
1003,1981,1986.0,-5.0,0.02372533559105694,-0.03808781675100606,0.061813152342063
1003,1982,1986.0,-4.0,0.04174015994837621,0.009835870240896731,0.03190428970747948
1003,1983,1986.0,-3.0,-0.11424416632170953,-0.03586827282617426,-0.07837589349553527
1003,1984,1986.0,-2.0,0.015109813363876512,-0.0249220111214686,0.04003182448534511
1003,1985,1986.0,-1.0,0.08779009353841616,0.08995115593052415,-0.0021610623921079902
1003,1986,1986.0,0.0,0.1337054895384222,-0.07458634428274644,0.20829183382116864
1003,1987,1986.0,1.0,0.15652337253223525,-0.09594553413759552,0.2524689066698308
1003,1988,1986.0,2.0,-0.05952770269077501,-0.02390475996625008,-0.03562294272452493
1003,1989,1986.0,3.0,0.01710248980353235,0.011036706631143813,0.006065783172388537
1003,1990,1986.0,4.0,-0.02583797818485678,-0.08429280948855097,0.058454831303694194
1003,1991,1986.0,5.0,0.1517391423120804,0.013313604270628207,0.1384255380414522
1003,1992,1986.0,6.0,0.29783759796992193,-0.04823337564787947,0.34607097361780137
1005,1977,1990.0,-13.0,-0.2221623945553448,-0.21296550699055977,-0.009196887564785039
1005,1978,1990.0,-12.0,-0.06778480909715245,-0.10396093478731414,0.03617612569016168
1005,1979,1990.0,-11.0,0.005746547989387452,-0.08200593055909734,0.0877524785484848
1005,1980,1990.0,-10.0,0.04169573370348001,-0.011024554080709698,0.052720287784189704
1005,1981,1990.0,-9.0,0.04555221963103406,0.021882073821356308,0.023670145809677755
1005,1982,1990.0,-8.0,-0.11264547519467616,-0.0005040589729313445,-0.11214141622174481
1005,1983,1990.0,-7.0,-0.10482291361724183,0.02026782174543702,-0.12509073536267884
1005,1984,1990.0,-6.0,0.10399925853044412,0.09118631548699832,0.012812943043445796
1005,1985,1990.0,-5.0,0.31042183261007406,0.2772310812910146,0.033190751319059464
1005,1986,1990.0,-4.0,0.1299691044634299,0.2563227087704381,-0.1263536043070082
1005,1987,1990.0,-3.0,0.3251932770760728,0.17492174368101598,0.15027153339505683
1005,1988,1990.0,-2.0,0.2897689932972529,0.25124008060951125,0.03852891268774167
1005,1989,1990.0,-1.0,0.23617421899283997,0.24596338455359812,-0.00978916556075815
1005,1990,1990.0,0.0,0.15585936075015105,0.18230526140940786,-0.02644590065925681
