fips,year,g,rel_year,ytilde,y0hat,tau_hat
1003,1977,1986.0,-9.0,-0.1627238092282779,-0.14745924549982842,-0.015264563728449476
1003,1978,1986.0,-8.0,-0.10889648910123562,-0.12746763704842917,0.018571147947193556
1003,1979,1986.0,-7.0,-0.06344307756055656,-0.07657679293521247,0.013133715374655908
1003,1980,1986.0,-6.0,-0.05490386553346749,-0.02277789032736734,-0.03212597520610015
1003,1981,1986.0,-5.0,-0.043137250494935664,-0.013697705597384844,-0.02943954489755082
1003,1982,1986.0,-4.0,0.05089419139240192,0.04540424976994699,0.005489941622454933
1003,1983,1986.0,-3.0,0.11351814586249542,0.05073266516458242,0.06278548069791301
1003,1984,1986.0,-2.0,0.12836773531820622,0.13684524438189025,-0.008477509063684024
1003,1985,1986.0,-1.0,0.14032441934537676,0.15507469036294802,-0.01475027101757126
1003,1986,1986.0,0.0,0.18766280705958582,0.20273031381936685,-0.015067506759781024
1003,1987,1986.0,1.0,0.19242275110484108,0.23324532210670323,-0.04082257100186215
1003,1988,1986.0,2.0,0.18865780716539238,0.2792954415368488,-0.09063763437145644
1003,1989,1986.0,3.0,0.2191371096163781,0.2728335462642355,-0.05369643664785739
1003,1990,1986.0,4.0,0.2641619809752216,0.3140031183012711,-0.0498411373260495
1003,1991,1986.0,5.0,0.32153067240570987,0.34176451974439415,-0.020233847338684274
1003,1992,1986.0,6.0,0.3645017503196746,0.3622102601569636,0.002291490162710963
1005,1977,1990.0,-13.0,-0.0022767655258482122,0.03309855643145205,-0.03537532195730026
1005,1978,1990.0,-12.0,0.05007723724502444,0.01018270299120764,0.0398945342538168
1005,1979,1990.0,-11.0,0.009824497955903233,-0.0012176050732672819,0.011042103029170514
1005,1980,1990.0,-10.0,-0.021694007761428047,-0.005223637702438459,-0.01647037005898959
1005,1981,1990.0,-9.0,-0.0013865834475463856,-0.009592045352899748,0.008205461905353362
1005,1982,1990.0,-8.0,-0.054676790346688264,-0.015425752368662069,-0.0392510379780262
1005,1983,1990.0,-7.0,-0.028225535377415234,-0.0016288996316324185,-0.026596635745782814
1005,1984,1990.0,-6.0,0.0037850400966155107,-0.013028342039465835,0.016813382136081346
1005,1985,1990.0,-5.0,0.04457290716137585,0.002818107393456855,0.041754799767918994
1005,1986,1990.0,-4.0,0.0067742403236144,-0.015176983983879958,0.021951224307494358
1005,1987,1990.0,-3.0,-0.03760550046583955,-0.032453932941205466,-0.005151567524634082
1005,1988,1990.0,-2.0,-0.025436160117028095,-0.006841103319972321,-0.018595056797055774
1005,1989,1990.0,-1.0,-0.033920671739961605,-0.02201634907409079,-0.011904322665870815
1005,1990,1990.0,0.0,0.03438961325899115,-0.06661497664502573,0.10100458990401688
1005,1991,1990.0,1.0,0.07010283612495982,-0.10570328444583071,0.17580612057079054
1005,1992,1990.0,2.0,0.13644486011731427,-0.08508232046418943,0.2215271805815037
1013,1977,1990.0,-13.0,0.03111455545980668,0.01700996917665431,0.014104586283152372
1013,1978,1990.0,-12.0,0.05748358798737918,0.03509568806733955,0.02238789992003963
1013,1979,1990.0,-11.0,0.008731811851237836,0.06377613646925599,-0.055044324618018156
1013,1980,1990.0,-10.0,0.01931145752661667,0.04039047794704017,-0.0210790204204235
1013,1981,1990.0,-9.0,0.048805169696288786,0.015540257978653686,0.0332649117176351
1013,1982,1990.0,-8.0,-0.0020100485750633723,0.028607646758084276,-0.03061769533314765
1013,1983,1990.0,-7.0,-0.009489883624691053,-0.029275018825377176,0.019785135200686123
1013,1984,1990.0,-6.0,0.03995582003036979,-0.05081956220685712,0.09077538223722692
1013,1985,1990.0,-5.0,-0.19390247035194896,-0.12037169025558765,-0.07353078009636131
1013,1986,1990.0,-4.0,-0.1849898459951813,-0.19249720143587262,0.00750735544069131
1013,1987,1990.0,-3.0,-0.25466440185712447,-0.23243728303728337,-0.022227118819841102
1013,1988,1990.0,-2.0,-0.26398048111708405,-0.2697125814494658,0.005732100332381751
1013,1989,1990.0,-1.0,-0.267140623205127,-0.2749198783320148,0.0077792551268878185
1013,1990,1990.0,0.0,-0.26456181632850484,-0.22778358505254842,-0.03677823127595642
1013,1991,1990.0,1.0,-0.2289526618098261,-0.14897110041763806,-0.07998156139218804
1013,1992,1990.0,2.0,0.019718473135259096,-0.11680902022219723,0.13652749335745634
1023,1977,Inf,-Inf,0.1051226972878716,0.0,0.1051226972878716
1023,1978,Inf,-Inf,-0.05318864901322584,0.0,-0.05318864901322584
1023,1979,Inf,-Inf,-0.056602542825377355,0.0,-0.056602542825377355
1023,1980,Inf,-Inf,-0.025730595837288206,0.0,-0.025730595837288206
1023,1981,Inf,-Inf,0.014953822127833583,0.0,0.014953822127833583
1023,1982,Inf,-Inf,-0.039445847937458645,0.0,-0.039445847937458645
1023,1983,Inf,-Inf,0.01686199984862391,0.0,0.01686199984862391
1023,1984,Inf,-Inf,0.015182462319985213,0.0,0.015182462319985213
1023,1985,Inf,-Inf,0.02284665402902597,0.0,0.02284665402902597
1023,1986,Inf,-Inf,0.1322512861116545,0.0,0.1322512861116545
1023,1987,Inf,-Inf,0.16633857554407072,0.0,0.16633857554407072
1023,1988,Inf,-Inf,0.15128904046307134,0.0,0.15128904046307134
1023,1989,Inf,-Inf,0.09412508316927859,0.0,0.09412508316927859
1023,1990,Inf,-Inf,0.18624894337036046,0.0,0.18624894337036046
1023,1991,Inf,-Inf,0.13245342482586953,0.0,0.13245342482586953
1023,1992,Inf,-Inf,-0.05042868074617601,0.0,-0.05042868074617601
1025,1977,1988.0,-11.0,0.012411353298860561,0.019649263987395235,-0.007237910688534674
1025,1978,1988.0,-10.0,0.027557966193633376,0.015768056965644997,0.01178990922798838
1025,1979,1988.0,-9.0,-0.010130925081828224,0.011508695360756606,-0.021639620442584828
1025,1980,1988.0,-8.0,0.020128585724201287,0.004982560853454447,0.01514602487074684
1025,1981,1988.0,-7.0,0.01802995495936255,0.006798402233042874,0.011231552726319673
