tau-22,tau-21,tau-20,tau-19,tau-18,tau-17,tau-16,tau-15,tau-14,tau-13,tau-12,tau-11,tau-10,tau-9,tau-8,tau-7,tau-6,tau-5,tau-4,tau-3,tau-2,tau-1,tau0,tau1,tau2,tau3,tau4,tau5,tau6,tau7,tau8,tau9,tau10,tau11,tau12,tau13 
 -0.0132757543352353,-0.00943103198523311,-0.00263756090728843,0.00386069039090656,0.00124417001810484,-0.00113653432593854,0.00208308068826948,0.0042898337533341,0.0022238188264686,-0.000925065670880344,-0.00433390946375365,-0.00285091525018369,0.0021707320709245,0.000535250779846939,0.00126598621783028,0.00366812600811075,-0.000407269549354902,-0.00108105164270716,0.000644361570047521,-0.00114463294489099,-0.000343911639989728,0.000301295790784396,0.026368216731733,0.0590176286240156,0.0613338351467595,0.0583377180518948,0.0648697007053017,0.0723333870383677,0.0721103008395023,0.0645259867890915,0.0609370616699873,0.0241873514869101,0.0678184361797896,0.0298482637191788,-0.0045977440006591,0.0642985443583149
