fips,year,ytilde,y0hat
1003,1977,-0.1759921730442402,-0.14322313163773906
1003,1978,-0.11930990524146878,-0.06221116065379482
1003,1979,-0.07009051771145192,-0.02963091173078303
1003,1980,-0.0569733727971089,-0.09274034196878553
1003,1981,-0.046100216173285524,-0.08323318264702007
1003,1982,0.050118872856720564,0.019235853004784132
1003,1983,0.115496890597651,0.059030438481620186
1003,1984,0.14046746687087097,0.12892837802278556
1003,1985,0.1623829546423199,0.20384405838252956
1003,1986,0.22133076356807813,0.4935076934072596
1003,1987,0.23602312304950868,0.7395993858811307
1003,1988,0.2362535138622972,1.1384337724637823
1003,1989,0.2710076765104743,0.9450871678023746
1003,1990,0.3144942783288016,0.8434407028386205
1003,1991,0.3704879593070265,0.8609820450352351
1003,1992,0.4143825621488899,1.018523126390276
1003,1993,0.5095510974421478,0.7608390190502778
1003,1994,0.5772439453693723,0.7426744354011741
1003,1995,0.6620344898943369,0.7459516218475442
1003,1996,0.7022307640857939,0.45054296055185006
1003,1997,0.7247673511473369,0.4147040064584569
1003,1998,0.7693900032635517,0.20591544306929047
1003,1999,0.7918223985463069,0.3025965268249794
1005,1977,-0.015545129341810515,0.0032684013281612744
1005,1978,0.039663821104791275,-0.003650584459192666
1005,1979,0.003177057805007877,-0.017000542254544546
1005,1980,-0.02376351502506946,-0.007351295275650574
1005,1981,-0.004349549125896246,0.004405399886633406
1005,1982,-0.05545210888236962,-0.009309142094201415
1005,1983,-0.026246790642259654,0.005833686338054333
1005,1984,0.01588477164928026,0.004815104473826756
1005,1985,0.06663144245831898,0.018988971940721047
1005,1986,0.0404421968321067,0.026016690490980085
1005,1987,0.0059948714788280455,0.03397021810239742
1005,1988,0.022159546579876732,0.010993261338832975
1005,1989,0.017949895154134587,0.02763251527673996
1005,1990,0.08472191061257117,0.02912062957128448
1005,1991,0.11906012302627644,0.006641058144776158
1005,1992,0.1863256719465296,-0.015357223907339039
1005,1993,0.14855735279979676,0.014366316069097926
1005,1994,0.20359041682171242,0.01661226717324278
1005,1995,0.17767150238596674,0.014299315321841049
1005,1996,0.10517994911181372,0.03129421838770428
1005,1997,0.069246371815197,0.040952869647592025
1005,1998,0.14179730272068003,0.05615562072966583
1005,1999,0.18649814567231537,0.04517798012021596
1013,1977,0.017846191643844378,0.011336094204587931
1013,1978,0.047070171847146014,0.012604731675351992
1013,1979,0.00208437170034248,0.05701214235405911
1013,1980,0.01724195026297526,0.038892870417572514
1013,1981,0.045842204017938926,0.0007287952775846524
1013,1982,-0.0027853671107447298,0.011365863225850663
1013,1983,-0.007511138889535474,-0.030492714286139883
1013,1984,0.05205555158303454,-0.016143340358245214
1013,1985,-0.17184393505500584,-0.08530444233178104
1013,1986,-0.151321889486689,-0.1527686732557121
1013,1987,-0.21106402991245687,-0.20634971859734422
1013,1988,-0.21638477442017923,-0.23509304726388777
1013,1989,-0.2152700563110308,-0.2072643938176214
1013,1990,-0.21422951897492482,-0.1825832376743681
1013,1991,-0.17999537490850948,-0.11063237869916188
1013,1992,0.06959928496447443,-0.08883542496129537
1013,1993,0.14724189071836147,-0.12934729174420426
1013,1994,0.11011716405368688,-0.13544496533778194
1013,1995,0.12013351726489141,-0.11274239638032493
1013,1996,0.0347141353685787,-0.09202554289050639
1013,1997,0.15213718744051175,-0.08666476624677606
1013,1998,0.09183596988974507,-0.08179465551106557
1013,1999,0.10529832816767026,-0.05337947703895219
1023,1977,0.0918543334719093,0.0
1023,1978,-0.06360206515345901,0.0
1023,1979,-0.06324998297627271,0.0
1023,1980,-0.02780010310092962,0.0
1023,1981,0.011990856449483722,0.0
1023,1982,-0.04022116647314,0.0
1023,1983,0.01884074458377949,0.0
1023,1984,0.027282193872649962,0.0
1023,1985,0.0449051893259691,0.0
1023,1986,0.1659192426201468,0.0
1023,1987,0.20993894748873831,0.0
1023,1988,0.19888474715997617,0.0
1023,1989,0.14599565006337478,0.0
1023,1990,0.2365812407239405,0.0
1023,1991,0.18141071172718615,0.0
1023,1992,-0.000547868916960681,0.0
1023,1993,0.03063075442384644,0.0
1023,1994,-0.026355905668998147,0.0
1023,1995,-0.04862926426324332,0.0
1023,1996,-0.12318516321362605,0.0
1023,1997,-0.08932815336114341,0.0
1023,1998,-0.023675817824120315,0.0
1023,1999,-0.13807085594586432,0.0
1025,1977,-0.0008570105171017417,0.010157033943031557
1025,1978,0.01714455005340021,-0.003891707055121064
1025,1979,-0.01677836523272358,-0.008086781277011075
1025,1980,0.018059078460559874,0.002649129732556134
1025,1981,0.015066989281012688,0.008619048283456813
1025,1982,-0.027893484931451162,-0.01625992583322592
1025,1983,0.0033732687673087014,-0.002478229978027891
1025,1984,0.008701247385718425,0.00747091650149762
1025,1985,-0.016816273266732296,0.0018205154623952117
1025,1986,-0.004177085153734161,-0.012449513125025765
1025,1987,-0.01560823531025246,-0.016792286013442317
1025,1988,0.05083631573984526,-0.08004013469909615
1025,1989,0.07367548583002304,-0.025418632846000287
1025,1990,0.06040725173970962,-0.00922823427951557
1025,1991,0.008411755076214611,-0.019795856567386808
1025,1992,0.056649756400068085,-0.05680976257018046
1025,1993,0.057536882621815444,-0.01616293876098713
1025,1994,0.046777653457141355,-0.01507817798905154
1025,1995,0.1999557358443962,-0.0058103009022822715
1025,1996,0.18314422320264256,0.04058793941254734
1025,1997,0.1783094991579155,0.06831526406088538
1025,1998,0.07142199317549913,0.10301282046944382
1025,1999,0.055108925794054464,0.09711582015678231
1035,1977,-0.07283216256210157,0.0
1035,1978,0.003897520634589924,0.0
1035,1979,0.03374379056847676,0.0
1035,1980,0.05974301807432969,0.0
1035,1981,0.03151779683035283,0.0
1035,1982,-0.05180584028444013,0.0
1035,1983,0.0072889698329090535,0.0
1035,1984,-0.003368008291510627,0.0
1035,1985,-0.008185084802611264,0.0
1035,1986,-0.04863957279930453,0.0
1035,1987,-0.14542319016110294,0.0
1035,1988,-0.11312244749875422,0.0
1035,1989,-0.1681842182137263,0.0
1035,1990,-0.3140208569584999,0.0
1035,1991,-0.3405177463438749,0.0
1035,1992,-0.13636201418276173,0.0
1035,1993,-0.10226295439064437,0.0
1035,1994,-0.13371943092197824,0.0
1035,1995,-0.2696916973771142,0.0
1035,1996,-0.24978318339649697,0.0
1035,1997,-0.3858803878671937,0.0
1035,1998,-0.3355155170599806,0.0
1035,1999,-0.374224308214985,0.0
1039,1977,0.016358227184841034,0.005828205527100906
1039,1978,0.001356392739532808,0.004429669250990278
1039,1979,-0.008180039659220206,-0.0009288931791147822
1039,1980,0.022380603176182845,0.0019172947808741793
1039,1981,-0.0006159220425940859,0.0030962538984118113
1039,1982,0.012745801751912644,0.002710041393425564
1039,1983,-0.028585296289028506,-0.0004010696241356381
1039,1984,-0.012567019550058234,-0.009974590905700582
1039,1985,-0.002892747311578958,-0.006676911035853816
1039,1986,-0.008529582810051117,-0.016076435117206984
1039,1987,0.0012654139819403554,-0.026919178877786172
1039,1988,0.04166390985638824,-0.032244746685254844
1039,1989,0.022117809024826407,-0.03869740331366655
1039,1990,0.046046999992262805,-0.039075152251010464
1039,1991,-0.019305965534892167,-0.044042314185313874
1039,1992,-0.055098487746028546,-0.0455685099596411
1039,1993,0.04676966596803833,-0.036229279169756254
1039,1994,0.060764386508214585,-0.03468161511238957
1039,1995,0.09032563949580918,-0.04011897029600045
1039,1996,0.11878307342935557,-0.035974574333066604
1039,1997,0.0289665684240088,-0.042820737601593876
1039,1998,0.04879924277051195,-0.03953654419894618
1039,1999,0.05815235409055752,-0.047335989954454046
1041,1977,-0.01469467274310432,0.0
1041,1978,-0.018008374572533015,0.0
1041,1979,-0.07965344627054627,0.0
1041,1980,-0.07322632994069256,0.0
1041,1981,0.0016731722606406763,0.0
