tau-15.0,tau-14.0,tau-13.0,tau-12.0,tau-11.0,tau-10.0,tau-9.0,tau-8.0,tau-7.0,tau-6.0,tau-5.0,tau-4.0,tau-3.0,tau-2.0,tau-1.0,tau0.0,tau1.0,tau2.0,tau3.0,tau4.0,tau5.0,tau6.0
0.0029799023887299016,-0.011657701703682941,-0.0028910047920754646,0.001787301063636563,0.005536436216234776,0.002957318902608259,-0.004449401517524155,-0.0009608010740962909,0.002539260704391126,0.0021341370959469235,-0.0035848291923417856,0.0021816744229451682,0.002607342445315807,-0.0015786945509342189,-0.0019301791855341399,-0.004546855918724117,-0.02030958845915752,-0.03433453886200838,-0.01731074572337729,-0.030536510611432283,-0.04160345701097719,-0.10952159158790267
0.01712946862889121,-0.015943155714128552,-0.007705826086433404,0.0034233292702347475,-0.0026407996053680835,-0.012946780363660435,-0.0018137397560204255,-0.00430764612479033,0.007283587184584476,0.007913437435490287,0.003115263387695158,0.000683791780764985,0.0047626567544285505,-0.0016541636085716984,-0.014289969095239248,0.008981472113546732,-0.015224502335194167,-0.025641277653047634,0.006239674550954387,-0.013815802670823442,-0.061749804340501833,-0.06411383362216648
-0.010289795978237554,-0.012186844164879569,0.002111180405603245,0.0017893034938202344,0.012050537213444517,0.007780268720204852,-0.006151095076880615,-0.004961053347639683,-0.004656354323462489,0.00037935797441872543,-0.0025954483198008717,0.0021918731273753117,0.008027651828653153,-0.0004704520113597535,-0.004289361732550089,-0.0032636800121051877,-0.018306705496368474,-0.05216143870740675,-0.05192941688401108,-0.10212342863786902,-0.0800235302820123,-0.055964750357437226
-0.04457916247228982,-0.024917022260682563,-0.010933761201320677,0.0029372787439919594,0.012597601304562847,0.009510567163288007,0.00452494114338423,-0.000952465695405813,-0.0019804730333504742,-0.0011672354253450391,0.00260610205810581,0.0020362346531290223,-0.0035633920707222305,-0.0006299848626914754,-0.004220146229152451,0.00953313683101763,-0.019879619502265362,-0.031132880017192655,-0.02616601417771336,-0.05044071596260778,-0.04110713667758641,-0.09473167743831101
0.004040192330475268,-0.020694082693471973,-0.03065795708991706,0.0025791324848464863,-0.0008586335968663789,0.011597386485520349,0.0035878111710484157,-0.0018543025428383803,0.0016280046913794248,-0.00183559050343118,-0.0013629626591499754,0.006319627847263213,-0.003008982436689949,-0.0012749483246760212,-0.007770063553397565,0.0053398984538690665,-0.04341568774674996,-0.05071713604785304,-0.08826829620633704,-0.13267682446823925,-0.14146491193556843,-0.3016045331137405
-0.011112984587000324,-0.005846606630407745,-0.006324362012409193,0.013935470214044541,0.014512202544718878,0.007353569521388469,-0.0015807171152167772,-0.008260278654124266,-0.005780285358677021,-0.004404777723640139,-0.008597595899586197,-0.0021116138695377335,0.006947301416171671,0.003193136898048014,0.00670681217523146,0.009201446312951356,-0.02224109505904185,-0.0012628303143768825,-0.03559739324156262,-0.043382715781000974,-0.06364029249630795,-0.13794490133754475
-0.04024350430098259,-0.01994271242620271,-0.021462613072659707,-0.008798461327950759,0.007029134503745668,0.001972347638402709,-0.0005414294838051153,0.004826376282320457,0.00405257034727346,0.0019014622675967738,0.004903971607991289,0.006757847476346288,-0.002567237706346955,-0.01098836226716839,-0.00807160171331418,0.012476180602375504,-0.015745624647566753,-0.013288293659116915,-0.022041742970723865,-0.03365826415083671,-0.04084072997058525,-0.060839460999719555
-0.008332720883281592,-0.015893424640564122,-0.009135818753692754,0.012779235709950579,0.0033103179041605495,0.006605712061868791,-0.008235697445461493,0.0029757782616900348,0.006029434739829644,0.007488642672647385,-0.008773441842345277,-0.002559918960873257,0.0016886313375398191,-0.00628332225580777,0.0050824253844219125,0.004641575646821801,-0.014824812894221572,-0.00524659098954876,0.005100577654131591,-0.013427593336431821,-0.04234685376770521,-0.19779588006908802
-0.027795174022685255,-0.01969651637495867,-0.009587557582073422,0.005182535735453714,0.006167585986201066,0.008931565720531704,-0.0014779827131242737,-0.006569368882475151,0.0033135910037188467,0.0023489991732556694,-0.002125550728600819,0.0023432636901399356,-0.0034379686230653766,-0.0013230307188948666,-0.0034531837295111913,0.022859449062910032,0.0008386316320134385,-0.005631691585989264,-0.01889585567308471,-0.02254493749972545,-0.014992536613092342,-0.13412460757798528
0.013668902746372745,-0.0027312541587266475,0.005366621832368043,0.02191641609220605,0.008692826232368249,0.009287593862970433,-0.005565115080263016,-0.01078998656163672,-0.0057189553647819585,-0.002526231605812433,-0.0014994062645530435,0.005321728332253318,0.0026402880399616375,0.006794712154079066,0.002074264817141481,0.004435767421685461,-0.015532568752139706,-0.008671702694589369,-0.013216275710575823,-0.0385987062845203,-0.0511769323470886,-0.11817431825792152
-0.01806455230713758,-0.01270915972990446,-0.0043046612280982525,0.009659510625024835,0.01450306176835544,0.00872260197849174,-0.001190515987372973,-0.0036464587465380766,-0.0027018781025661136,-0.006458620618873253,-0.0030595281260107276,0.005744457944264557,-0.005172778701974633,0.005437840522044927,0.0053968690324456645,0.017039775781658946,0.016897542571495387,0.008001776302950193,0.013660051938763023,0.0028803185000396336,0.043260539302593,-0.03449557645962315
-0.006683683263314968,-0.005855227993475754,-0.008411300570403778,0.0047387917737380485,0.006968144793303222,-0.0058462315826388715,-0.008754810893817197,-0.004196624895893093,0.009780153182879643,0.006456915902135831,-0.005340755016261392,0.011586325864904089,0.005191781933354532,-0.006866500372303874,-0.010979845427998599,-0.01377507446207692,-0.04556404018318824,-0.0488115669055055,-0.07630826657383985,-0.10982917126632656,-0.11402300883966232,-0.06741261474572231
-0.05084233419782229,-0.02849830648373821,0.0007088848349830198,0.008835136512458038,0.014167185844338587,0.002317236170274403,-0.005667684317868344,-0.009601655565302692,-0.0041764822179537284,-0.0017293553945997898,-0.0006092323524493664,0.008570514074974457,0.011856897080141622,0.01577588425111061,0.03267774793143357,0.052479279106502456,0.03130291370626341,0.0058740643536306,0.022147310238720394,0.01590966297343048,0.0364926620099125,-0.0344333475668391
-0.03807321851562859,-0.005132327318071783,-0.0077751194751285386,0.010365432130730157,0.019846582241149043,0.01127683654946065,-0.003926945336983427,-0.005358923874308438,-0.005271299273182757,-0.009735744292620887,0.0003046841656724675,0.009556289177711445,0.00588340592951072,-0.008650433812860174,-0.00042306609636196977,0.012208770825961666,0.0019671755102661,-0.009555643053511241,-0.033206715402087625,-0.05459340377326471,-0.07072202016709674,-0.14370019536483425
-0.0018969525102309147,-0.008285572242380376,-0.005394859009715933,-0.001451838585773346,0.006290799435866874,-0.0033997801863225982,-0.008649787172514535,-0.010984070776542319,-0.0036462497225373935,0.0023193162286139065,0.002690911905093666,0.010341423953628791,0.013034596619297907,0.01165956746165842,0.009907810095194109,0.03064216461943772,0.03455429579142216,0.02896049678176056,0.04617804940853142,0.024626171535500885,0.004312689638591974,-0.08521167536551057
-0.014833738080971614,-0.005145965505245883,-0.01867337233636977,0.027938738073883522,0.014351920019529212,0.005444415321177012,-0.007287181861710546,-0.012280960694985979,-0.0006901459491219938,0.004174890548598974,-0.008848173899571612,0.014524438348393362,0.004914819581609179,-8.450684124577934e-5,-0.00614271562945228,0.0010714340941815961,-0.027285906956679963,-0.03701755100983512,-0.03389600287585184,-0.08456366548037123,-0.06782529794671642,-0.08504936179964061
-0.03375371393370641,-0.043993344790311646,-0.027844979177194397,0.007453240747077223,-0.006464950315230589,-0.013942882642885875,-0.008773733330887604,-0.005461054722609233,0.008036683198783211,0.01677072405939012,0.011745403787882237,0.01904136279395691,0.008940439418988722,0.0046321711138950445,0.0007094542324556066,0.01687056556185373,0.004661623735958902,0.008221282696647484,0.013954947204780969,0.021778161153178054,0.02156962765782785,-0.056848818024610656
-0.03670453850036342,-0.0472919888506015,-0.006727796133481057,-0.00834144885489127,0.004896192479352197,-0.007929895159104462,-0.013304104765484367,-0.00728242461951349,0.011339580120358362,0.022703799761139197,0.022388997125399938,0.03513676694375819,0.03743420408195299,0.03209147746351618,0.039523836349564315,0.05444459349504589,0.0630607650690668,0.04478471287846887,0.05551875871470929,0.048439052641640376,0.021763034951167753,-0.05091618232301486
0.0035543605160755034,-0.0008437189844040329,-0.0014155359316390223,0.008827499101344009,0.00998561131336438,0.005687063195081628,-0.0036608052565058028,-0.005071605915506519,-0.0059066832704123854,-0.0038447220772485826,-0.002105829721897571,0.007744599010257002,0.005275952282139164,-0.005830288551766463,0.005471569866632599,-0.0026116261073381927,-0.021003193031183143,-0.029180750784521845,-0.03748216045270033,-0.06540535726987053,-0.08165881003264766,-0.0971467865883732
-0.010358673694344822,-0.009561620311273061,0.011277341402900275,0.0034402802290641166,0.006449737949164921,-0.0005048310290507181,-0.002806947437075911,-0.01102524726807358,0.007413991413250618,-0.0027985095146485597,-0.009312079877340002,0.0010526810594348073,0.005953247444568386,-0.00024568592142916814,0.0022692244189029633,0.009287343745876905,-0.006595960145567869,-0.006739722050002677,0.01755759542462783,-0.007802632311414974,-0.012915309114529842,-0.15777139987397648
