tau-15.0,tau-14.0,tau-13.0,tau-12.0,tau-11.0,tau-10.0,tau-9.0,tau-8.0,tau-7.0,tau-6.0,tau-5.0,tau-4.0,tau-3.0,tau-2.0,tau-1.0,tau0.0,tau1.0,tau2.0,tau3.0,tau4.0,tau5.0,tau6.0
-0.0036059878001404723,-0.003467542886579585,-0.00117416671156456,-0.000797966593925547,-0.007076001913914636,0.0026583946633711116,0.0021388046145937385,0.0024972084738701167,0.0014643675976059548,-0.0045156746154551616,-0.002015376128630184,0.004343026837816436,0.0029549195025518784,0.0033131508126703142,0.011167157576539525,0.037718707751170255,0.061338685279413274,0.05030049022437133,0.05985553323203627,0.05563133281372767,0.02860621347224053,0.043397307661092496
-0.009877213001652386,-0.004844231376272571,-0.0023855042905762446,-0.003944130941710837,-0.003941731571241954,0.0026001301522739816,0.0054637056869841685,0.003268480371652834,0.0015084163590293183,-0.005695895413022949,-0.0012480994828066333,0.0035552638131783943,0.002186510426866823,0.0021136331425511963,0.01024477543865338,0.035308214274753044,0.06700060956115592,0.056857520873454304,0.0732587601939895,0.05569914459137873,0.01661796108140497,0.02307968280023694
0.002855319494765939,-0.005446056225303672,-0.0059715831936380205,0.006430031129185698,-0.0076655113553176606,0.00024096970376713523,-0.004770694629966331,0.0005930910476261488,0.001623291844009577,0.00037567903120872155,0.007873648788517257,0.0032108802400078154,0.00015500565387657184,0.0005714500778455112,-0.00086556877090428,0.018864451730035325,0.04506359037294135,0.031559455883583595,0.03790155263042338,0.032855137946542774,-0.0014947142311053094,0.055389944960713644
0.01579032820519007,0.006671840416545635,-0.0017318158476506988,-0.006923244541928617,-0.006085280604060308,0.0006566125040448361,-0.0038498869509465553,0.004824750281540672,0.0014108447651068477,-0.006056936334940836,-0.00028318982369374433,0.005253089306019602,0.0019775076291669996,0.006238040256838589,0.01569070935959307,0.03434310277738221,0.056817007370595314,0.049082566948693375,0.057912733595601104,0.060678004130568376,0.037594686431096466,0.10900372690585658
-0.006432792261121117,-0.004280397727542289,0.00280639839949653,-0.00036246756476253735,-0.00602809361151674,0.005670415331448397,-0.0003826619665958085,0.0030873667992948046,0.0011112020978781927,-0.0032756427944906135,-0.0033983467965695885,0.0008322834107343059,0.004561134687541393,-0.00041430180726295223,0.009768424124801178,0.03456669125626336,0.06585131997535337,0.04703167233472544,0.052972624038204894,0.03440295200292696,0.009651846662660318,0.01768626005291654
0.00037671009076756663,-0.008155209974230216,-0.005395988051523828,-0.0079976891954476,-0.010897324549540855,0.0027674519658352527,0.005133202488452765,0.008699977597160796,0.00697267400825766,-0.005873220306624695,-0.004931400022775068,0.0033202942297420727,0.004131864068726731,0.005373823128160609,0.012560048995296537,0.03628272282279844,0.05697579573909371,0.04824772585399226,0.07606361142849168,0.0620105767805922,0.024373112058903305,0.017062522707030226
0.014982867256464067,0.004183914843751287,-0.0022167146652033653,-0.010400737818252667,-0.006068393070297921,-0.0011931162834076504,-0.0037865480625549814,0.0003468987066235772,-0.0009851678169862858,-0.0026923228199247323,0.00546374737374704,0.009114158821561394,0.004468572146473797,0.005355559784334079,0.0018205136774900976,0.013993641755910195,0.041691526691101544,0.03288027308229191,0.03587374858343422,0.026923729497562627,0.009308295947807264,0.038794766641082196
-0.01489261840401547,-0.008295461958070894,-0.0010554770953585097,0.005435653133587597,-0.004503820135115028,0.001806935240014649,-0.0022966272022520227,0.0023259805656841567,-0.0012123221034828376,-0.008070747213285248,-0.005389882710121548,0.005389697806356513,0.009297310543034185,0.013118819071650493,0.015443941589950947,0.0460121757402689,0.07866333868788578,0.07152346137690738,0.06330548879531117,0.07549955432083748,0.053297258862551565,0.11711007117488022
-0.002816528054503728,0.0013372321630196597,0.0014788300863858908,-0.008936205908576838,-0.008200344671262898,0.001161112059639456,-0.00653767494028259,-0.0004423141255556489,-0.0005282942925813709,0.0015832087839648182,-0.0018868525974233342,0.002233899676738884,0.007834141697810661,0.011885805219173916,0.01480846884641747,0.028932802197584345,0.052149712280152166,0.061081179136742304,0.052555625879698975,0.04251476842156624,0.045481400340175955,0.06611208761647556
0.0009374174958927483,0.005877158990660516,-0.0014590120970302193,-0.001665241369864359,-0.0038547036490013463,0.005075966837680999,-0.0013319968077414729,0.0018058706962301007,0.002224191042355855,-0.005961191441170638,-0.0011939343223306069,0.001835580510758172,0.004199927189830854,-0.003413632262811015,0.0010256450037272008,0.019098984404440227,0.044946556550635605,0.0388032623088612,0.022721533836307452,-0.005088473476287644,-0.020644013223006623,0.029979531677971308
0.005676487579462054,0.009627055105040009,-0.0013003025544799768,0.0017369855247387287,-0.0068034907949242815,0.0005564442951409673,0.0012043199708271668,-0.0045464305931269796,0.0011199660630610028,-0.004886282306602787,-0.0010965199528685692,0.007829047271980822,0.005474867121132493,-0.003785825301759049,-0.0017309347159832802,0.013250809173203372,0.027031974475138856,0.008832710803558132,0.014620390900574867,-0.016387453180768854,-0.04589111257069251,-0.01306218075095118
-0.0014211188033454623,0.004723243277813386,0.0017827994654585652,-0.0014273254535707655,-0.005766811147949861,-0.004043714148831137,-0.007946748576712702,0.0001927531897814101,0.003204859029064552,0.0003151825131983757,0.0007093948489753779,0.005961997237139988,0.005568621172488071,0.005225669993662109,0.002053951184645195,0.027534137908238464,0.04656960343593341,0.04130397753469623,0.05016628805738721,0.034063359114113054,0.02004720299718974,0.05919297806486347
0.003912980261542831,-0.0016042200077508058,0.0013028664118438244,-0.001336464894427993,-0.009740118871352892,-0.005560630536562966,-0.001765683507849225,-0.0021438992801504158,-0.004109370025668353,-0.004130006551210804,-0.00041754036420298335,0.007861436503232379,0.014727759817508939,0.0063368157680929555,0.004857424697572604,0.015758218541280084,0.04626685668547755,0.036058557151510136,0.04359673968776146,0.05942630708603947,0.03736571000708072,0.030901488824274268
-0.0021188840252960033,-0.0007732876049405033,-0.00034533622685304515,0.0033183190127463592,-0.0040530049881231075,0.003820571902816442,0.0013612957248082197,-0.0027401090534284684,-0.0014362863869494364,-0.00470976839272205,-0.0018191860053728105,0.003907969422308548,0.003566693329981987,0.006616641947501144,0.008866162768011445,0.035266281271878634,0.05889632263384576,0.04886108274053264,0.046486630490442576,0.03168558172476076,-0.0015770262426723085,0.015355267697163376
-0.0039083786177124625,0.0024574063598174207,0.007971695298640865,0.0009026665645452879,-0.005673190164764861,0.0006726213837248789,-0.0026874763829478152,0.0021268405096589197,0.0005003930882546582,-0.006247643851410433,-0.004365174827099407,0.0028543038679311756,0.002790464113228492,0.009739096628484928,0.015901252598367742,0.03671366721981854,0.060051374221529084,0.07060403505301686,0.0591157975543922,0.06958419699302668,0.09141610121613891,0.11718767324169702
