GISJOIN,YEAR,FSTATUS,REGION,DIVISION,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,SCSAA,URB_AREAA,AIANHHA,SEA,UATYPE,PLACDESC,CBD,AREANAME,SUPFLG01,SUPFPA03,SUPFLG04,SUPFLG05,SUPFLG06,PBSUM00,PBSUM01,PBSUM02,PBSUM03,PBSUM04,PBSUM05,PBSUM06,PBSUM07,PBSUM08,PBSUM09,PBSUM10,PBSUM11,PBSUM12,PBSUM13,PBSUM14,PBSUM15,PBSUM16,PBSUM17,PBSUM18,PBSUM19,PBSUM20,PBSUM21,PBSUM22,PBSUM23,PBSUM24,PBSUM25,PBSUM26,PBSUM27,PBSUM28,PBSUM29,PBSUM30,PBSUM31,PBSUM32,PBSUM33,PBSUM34,PBSUM35,PBSUM36,PBSUM37,PBSUM38,DR1001,DR1002,DR1003,DR1004,DR2001,DR2002,DR2003,DR2004,DR2005,DR2006,DR2007,DR2008,DR2009,DR2010,DR2011,DR2012,DR2013,DR3001,DR3002,DR3003,DR3004,DR3005,DR3006,DR3007,DR3008,DR3009,DR3010,DR3011,DR3012,DR3013,DR3014,DR3015,DR3016
"G2000070","1980","A","2","4","Kansas","20",,"Barber","007",,,,,,,"01",,,,"BARBER COUNTY",,,,,,"1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","1","0","0","1","1","1","1","1","1","1","1","1","1",1698,413,615,93,212,267,42,232,282,19,4,329,522,502,136,187,101,531,0,297,153,57,136,194,135,392,109,13,62,77,13,596,63
"G2000090","1980","A","2","4","Kansas","20",,"Barton","009",,,,,,,"02",,,,"BARTON COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","1","0","0","1","0","0","0","0","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",11066,1591,1614,93,1220,1266,266,1599,2001,69,130,1731,812,2694,937,930,659,843,2,1744,819,673,1227,896,578,2823,654,101,339,456,64,2777,340
"G2000110","1980","A","2","4","Kansas","20",,"Bourbon","011",,,,,,,"07",,,,"BOURBON COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",4730,1003,992,81,501,615,167,598,1481,26,76,699,605,769,520,406,313,607,0,124,397,354,475,554,248,938,1096,62,132,184,2,1388,261
"G2000130","1980","A","2","4","Kansas","20",,"Brown","013",,,,,,,"06",,,,"BROWN COUNTY",,,,,,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1",2559,890,1044,103,323,458,86,312,536,34,45,584,885,560,326,192,229,910,0,12,286,139,473,329,201,571,150,22,96,143,10,989,256
"G2000150","1980","A","2","4","Kansas","20","9040","Butler","015",,,,,,,"05",,,,"BUTLER COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",15453,2568,1863,159,1686,2355,510,1654,3048,95,261,1952,875,3793,2034,942,851,949,0,601,1583,1712,4130,1250,639,3075,772,241,237,511,153,3634,594
"G2000170","1980","A","2","4","Kansas","20",,"Chase","017",,,,,,,"05",,,,"CHASE COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1",754,254,311,21,107,112,28,86,140,4,4,146,279,159,103,97,74,284,0,8,111,86,82,92,62,176,44,15,15,42,8,259,53
"G2000190","1980","A","2","4","Kansas","20",,"Chautauqua","019",,,,,,,"05",,,,"CHAUTAUQUA COUNTY",,,,,,"1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","1","1","0","0","1","1","1","1",1142,286,502,68,115,150,34,121,182,0,8,280,467,306,100,177,73,497,2,194,153,28,92,109,54,246,51,13,39,43,6,412,61
"G2000210","1980","A","2","4","Kansas","20",,"Cherokee","021",,,,,,,"08",,,,"CHEROKEE COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1",5940,1141,1014,79,577,667,166,643,914,33,55,1107,520,1193,1312,429,568,517,0,66,515,1341,1054,642,208,1229,254,79,123,218,25,1606,263
"G2000230","1980","A","2","4","Kansas","20",,"Cheyenne","023",,,,,,,"02",,,,"CHEYENNE COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","0","1","1","1","1","1",715,254,481,52,113,159,10,152,128,4,2,158,489,124,18,84,56,513,0,2,77,12,9,93,97,218,54,3,30,34,13,309,40
"G2000250","1980","A","2","4","Kansas","20",,"Clark","025",,,,,,,"01",,,,"CLARK COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","1","0","1","1","1","1",585,255,287,17,79,135,29,75,130,12,3,148,269,126,31,47,60,299,0,21,69,24,7,82,37,161,46,6,13,50,6,283,37
"G2000270","1980","A","2","4","Kansas","20",,"Clay","027",,,,,,,"03",,,,"CLAY COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1",2377,571,940,138,246,293,48,393,468,30,30,458,825,539,337,155,177,842,0,24,297,88,573,222,178,686,127,12,83,103,19,638,132
"G2000290","1980","A","2","4","Kansas","20",,"Cloud","029",,,,,,,"03",,,,"CLOUD COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1",3205,898,1005,66,445,614,79,481,716,34,38,782,696,506,272,234,270,731,4,17,276,141,300,348,264,851,187,23,129,151,40,1524,172
"G2000310","1980","A","2","4","Kansas","20",,"Coffey","031",,,,,,,"07",,,,"COFFEY COUNTY",,,,,,"1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","1","0","0","1","1","1","1","1","1","1","1","1","1",2312,534,734,124,190,341,38,261,447,14,29,415,551,784,212,225,194,587,0,38,1079,100,108,207,96,479,92,33,47,109,13,599,112
"G2000330","1980","A","2","4","Kansas","20",,"Comanche","033",,,,,,,"01",,,,"COMANCHE COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","1","0","1","1","1","1",550,194,373,25,73,107,19,80,95,12,2,149,325,131,51,56,41,347,0,14,77,18,42,56,32,149,54,2,25,43,4,247,35
"G2000350","1980","A","2","4","Kansas","20",,"Cowley","035",,,,,,,"05",,,,"COWLEY COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",11102,2695,1546,144,1108,1452,298,1375,2073,60,172,2174,835,2832,1429,862,748,803,0,429,757,1268,2893,948,564,2294,422,112,312,370,146,3732,438
"G2000370","1980","A","2","4","Kansas","20",,"Crawford","037",,,,,,,"08",,,,"CRAWFORD COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",9963,3306,1555,107,1373,1826,388,1526,2197,85,121,2038,707,1946,1202,833,631,739,9,344,804,1135,1569,942,658,2489,582,157,174,428,115,4016,650
"G2000390","1980","A","2","4","Kansas","20",,"Decatur","039",,,,,,,"02",,,,"DECATUR COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1",1088,320,503,43,134,194,38,149,202,16,0,258,522,196,55,110,69,535,2,94,114,27,32,105,83,273,75,6,46,58,9,437,49
"G2000410","1980","A","2","4","Kansas","20",,"Dickinson","041",,,,,,,"03",,,,"DICKINSON COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",5278,1445,1467,100,675,818,137,763,1114,30,119,999,1005,1162,464,589,372,1055,0,37,504,261,707,881,358,1569,313,77,144,280,33,1602,457
"G2000430","1980","A","2","4","Kansas","20",,"Doniphan","043",,,,,,,"06",,,,"DONIPHAN COUNTY",,,,,,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1",1939,543,638,46,190,251,69,226,340,31,21,287,528,391,366,221,228,545,0,11,234,352,307,172,173,372,91,21,77,81,9,593,135
"G2000450","1980","A","2","4","Kansas","20","4150","Douglas","045",,,,,,,"06",,,,"DOUGLAS COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",18154,10488,1964,131,2880,6047,1373,2998,4826,178,528,3790,786,2895,2071,1008,1224,774,4,33,1422,3414,1272,1565,736,5124,1180,619,172,901,445,11583,1287
"G2000470","1980","A","2","4","Kansas","20",,"Edwards","047",,,,,,,"02",,,,"EDWARDS COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1",1067,313,441,20,153,160,17,145,241,4,13,192,406,211,138,89,70,430,0,11,118,30,277,107,93,222,58,2,32,35,6,365,58
"G2000490","1980","A","2","4","Kansas","20",,"Elk","049",,,,,,,"05",,,,"ELK COUNTY",,,,,,"1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","1","0","0","1","1","1","1","1","1","1","1","1","1",667,313,418,49,87,146,26,123,148,9,11,158,305,213,60,97,74,321,0,89,77,47,112,74,35,219,52,2,27,30,5,292,59
"G2000510","1980","A","2","4","Kansas","20",,"Ellis","051",,,,,,,"02",,,,"ELLIS COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",8947,2543,1360,76,994,1733,327,1651,1971,78,70,1821,818,1585,855,641,404,858,0,682,713,276,1131,762,386,2616,574,133,154,415,90,3713,453
"G2000530","1980","A","2","4","Kansas","20",,"Ellsworth","053",,,,,,,"02",,,,"ELLSWORTH COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1",1822,434,553,5,242,246,66,223,294,20,23,396,408,400,208,128,140,416,3,148,172,64,426,182,105,379,92,31,41,79,15,544,131
"G2000550","1980","A","2","4","Kansas","20",,"Finney","055",,,,,,,"02",,,,"FINNEY COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","0","1","1","0","0","0","0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",8059,1960,1153,43,1114,1194,230,1209,1466,93,106,1256,901,1768,562,691,587,1111,0,175,979,765,466,690,712,1996,516,170,275,457,98,2353,411
"G2000570","1980","A","2","4","Kansas","20",,"Ford","057",,,,,,,"01",,,,"FORD COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",8208,1575,1350,69,1067,1189,258,1465,1698,55,124,1333,881,1624,483,554,482,963,0,32,733,865,615,965,616,2302,700,168,208,397,150,2139,391
"G2000590","1980","A","2","4","Kansas","20",,"Franklin","059",,,,,,,"07",,,,"FRANKLIN COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",6309,1404,1129,101,623,939,185,742,1049,49,47,1055,622,1314,1397,582,337,622,0,120,761,607,1674,820,323,1409,331,69,102,176,47,1619,316
"G2000610","1980","A","2","4","Kansas","20",,"Geary","061",,,,,,,"05",,,,"GEARY COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",4878,2604,826,70,813,770,135,885,1520,42,145,1508,374,875,413,495,365,383,5,32,378,234,458,638,165,2103,393,137,110,442,38,1715,1142
"G2000630","1980","A","2","4","Kansas","20",,"Gove","063",,,,,,,"02",,,,"GOVE COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1",740,244,501,77,93,112,9,81,162,18,2,178,553,159,32,106,58,569,0,11,111,8,61,80,117,197,39,10,17,46,0,246,34
"G2000650","1980","A","2","4","Kansas","20",,"Graham","065",,,,,,,"02",,,,"GRAHAM COUNTY",,,,,,"1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1",924,385,403,17,106,166,30,169,184,9,4,230,339,283,30,86,88,351,0,166,117,24,17,91,80,298,68,4,16,48,15,351,72
"G2000670","1980","A","2","4","Kansas","20",,"Grant","067",,,,,,,"01",,,,"GRANT COUNTY",,,,,,"1","1","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1",2187,340,415,37,241,267,42,262,380,10,12,370,368,518,172,178,127,411,0,344,183,224,67,232,188,378,78,17,106,93,20,522,101
"G2000690","1980","A","2","4","Kansas","20",,"Gray","069",,,,,,,"01",,,,"GRAY COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1",1387,265,558,13,174,176,32,197,315,21,8,208,697,200,44,99,55,782,0,5,122,44,37,93,150,222,239,37,31,45,1,362,52
"G2000710","1980","A","2","4","Kansas","20",,"Greeley","071",,,,,,,"01",,,,"GREELEY COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","1","1","1","1","0","1","1","1","1","1",424,152,212,10,72,84,12,50,96,6,6,66,235,95,9,29,38,254,0,4,33,21,5,48,66,104,26,1,6,17,4,160,47
"G2000730","1980","A","2","4","Kansas","20",,"Greenwood","073",,,,,,,"05",,,,"GREENWOOD COUNTY",,,,,,"1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","1","0","0","1","1","1","1","1","1","1","1","1","1",1948,540,856,60,170,306,70,272,402,11,21,412,575,575,202,227,150,583,0,277,270,147,214,328,95,506,135,20,80,62,2,595,110
"G2000750","1980","A","2","4","Kansas","20",,"Hamilton","075",,,,,,,"01",,,,"HAMILTON COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1",466,264,280,46,66,110,13,115,107,2,4,152,282,104,12,39,28,285,4,10,68,8,6,64,58,146,54,11,25,25,5,224,44
"G2000770","1980","A","2","4","Kansas","20",,"Harper","077",,,,,,,"03",,,,"HARPER COUNTY",,,,,,"1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1",1810,457,699,65,231,284,60,356,395,16,8,338,489,443,165,159,96,500,0,96,193,68,281,137,209,540,108,8,59,77,1,629,94
"G2000790","1980","A","2","4","Kansas","20",,"Harvey","079",,,,,,,"03",,,,"HARVEY COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","0","1","1","0","0","0","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",11158,1392,1319,99,1266,1703,335,1028,2137,94,100,1859,774,2039,1499,593,554,808,11,54,632,505,3112,1310,382,1807,550,131,207,407,57,3631,318
"G2000810","1980","A","2","4","Kansas","20",,"Haskell","081",,,,,,,"01",,,,"HASKELL COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1",943,242,401,7,97,149,15,120,176,9,2,137,474,164,48,150,50,536,0,81,96,44,9,120,97,170,48,4,23,40,13,255,52
"G2000830","1980","A","2","4","Kansas","20",,"Hodgeman","083",,,,,,,"02",,,,"HODGEMAN COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1",376,266,368,12,56,98,8,55,96,12,5,97,418,87,19,43,28,425,0,4,52,20,13,35,32,94,37,8,24,27,0,193,55
"G2000850","1980","A","2","4","Kansas","20",,"Jackson","085",,,,,,,"06",,,,"JACKSON COUNTY",,,,,,"1","1","0","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","1","1","1","0","0","0","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1",2797,1031,754,77,257,361,99,278,851,55,35,457,628,626,467,242,302,632,0,4,367,614,199,412,179,584,226,39,77,186,2,753,376
"G2000870","1980","A","2","4","Kansas","20","8440","Jefferson","087",,,,,,,"06",,,,"JEFFERSON COUNTY",,,,,,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1",3921,1245,820,71,459,622,105,408,1019,20,57,584,589,867,560,404,308,592,0,67,456,839,310,558,214,718,329,67,96,121,19,1253,397
"G2000890","1980","A","2","4","Kansas","20",,"Jewell","089",,,,,,,"04",,,,"JEWELL COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1",858,358,667,22,113,167,30,155,180,13,8,207,589,181,67,76,122,607,0,3,117,145,40,96,83,235,82,8,38,49,2,323,83
"G2000910","1980","A","2","4","Kansas","20","3760","Johnson","091",,,,,,,"B",,,,"JOHNSON COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",107168,17290,8814,551,24074,22039,4544,21695,25481,283,1100,9275,955,11794,5463,3387,3769,1220,0,250,6782,10552,12030,10896,10139,23182,13181,5160,1313,2671,1446,29093,5591
"G2000930","1980","A","2","4","Kansas","20",,"Kearny","093",,,,,,,"01",,,,"KEARNY COUNTY",,,,,,"1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","0","1","0","0","1","1","1","1","1","1","1","1","1","1",852,287,262,22,98,155,28,82,128,12,11,141,336,236,55,68,77,396,0,69,81,60,16,173,44,145,42,7,30,42,6,268,46
"G2000950","1980","A","2","4","Kansas","20",,"Kingman","095",,,,,,,"03",,,,"KINGMAN COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1",2212,581,801,105,245,362,41,213,397,9,9,422,653,625,353,175,182,666,0,101,328,202,575,240,90,435,79,10,53,126,2,676,120
"G2000970","1980","A","2","4","Kansas","20",,"Kiowa","097",,,,,,,"02",,,,"KIOWA COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1",1020,260,382,39,109,200,26,164,192,10,13,243,332,229,40,84,53,348,0,24,102,31,27,197,106,263,57,12,11,46,6,423,48
"G2000990","1980","A","2","4","Kansas","20",,"Labette","099",,,,,,,"08",,,,"LABETTE COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",6540,2147,1243,126,767,1090,222,842,1291,52,99,1265,636,1473,1121,649,498,671,0,97,629,756,1500,999,301,1386,348,66,150,270,38,2313,430
"G2001010","1980","A","2","4","Kansas","20",,"Lane","101",,,,,,,"02",,,,"LANE COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1",477,214,300,39,64,98,18,77,88,6,7,115,306,118,5,75,53,356,0,10,83,16,7,95,48,143,18,0,35,23,5,162,29
"G2001030","1980","A","2","4","Kansas","20",,"Leavenworth","103",,,,,,,"06",,,,"LEAVENWORTH COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","1","1","1","0","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",11177,5532,1415,182,1521,2215,566,1706,3089,56,567,2232,722,2199,1580,839,873,761,0,36,1021,1724,1139,1463,462,2796,924,234,257,512,95,4537,2262
"G2001050","1980","A","2","4","Kansas","20",,"Lincoln","105",,,,,,,"02",,,,"LINCOLN COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1",783,346,500,11,90,137,24,119,184,10,4,181,449,181,93,117,50,457,0,79,75,16,109,56,78,222,59,6,20,23,8,342,89
"G2001070","1980","A","2","4","Kansas","20",,"Linn","107",,,,,,,"07",,,,"LINN COUNTY",,,,,,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1",1762,500,665,61,188,276,43,260,337,7,32,320,479,433,227,246,131,491,0,116,308,119,170,343,104,391,173,24,30,56,15,554,88
"G2001090","1980","A","2","4","Kansas","20",,"Logan","109",,,,,,,"01",,,,"LOGAN COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1",827,339,320,23,124,144,15,137,171,2,5,210,319,184,22,89,83,332,0,8,142,7,14,133,65,290,57,12,37,68,16,268,59
"G2001110","1980","A","2","4","Kansas","20",,"Lyon","111",,,,,,,"05",,,,"LYON COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","0","0","1","1","0","0","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",11716,3419,1329,113,1300,1994,382,1577,2492,114,233,1993,771,2498,1290,1132,818,763,5,43,1297,2180,1210,1477,568,2591,586,188,268,569,176,4232,414
"G2001130","1980","A","2","4","Kansas","20",,"McPherson","113",,,,,,,"03",,,,"MCPHERSON COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",9628,1341,1754,112,1038,1158,181,1022,1801,85,71,1749,1045,2094,1323,569,623,1070,0,257,779,1628,1632,501,614,1889,719,82,205,368,66,2735,228
"G2001150","1980","A","2","4","Kansas","20",,"Marion","115",,,,,,,"03",,,,"MARION COUNTY",,,,,,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1",3727,721,1214,98,367,545,84,446,620,23,19,830,968,777,484,319,270,983,0,118,355,297,752,286,258,782,165,26,98,124,18,1343,156
"G2001170","1980","A","2","4","Kansas","20",,"Marshall","117",,,,,,,"04",,,,"MARSHALL COUNTY",,,,,,"1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","1","1","1","1","1","1","1","1","1","1",2928,770,1345,141,312,469,48,517,599,21,21,625,1046,597,302,330,269,1066,0,12,336,156,343,569,322,833,229,16,100,109,8,883,142
"G2001190","1980","A","2","4","Kansas","20",,"Meade","119",,,,,,,"01",,,,"MEADE COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1",1150,388,485,43,178,236,14,117,195,9,12,222,537,288,65,102,92,563,0,70,149,64,30,195,75,298,56,7,56,59,3,370,84
