b,dgp_num,N,T0,twfe,parallel_trends,ar_error_term,instrument_noise,estimator,rel_year,estimate,std.error,ci_lower,ci_upper,selected_p,true_te
11,1,300,4,TRUE,TRUE,FALSE,1,Difference-in-means,0,0.9078242919869588,0.16362049823621605,0.5871281154439753,1.228520468529942,NA,1
11,1,300,4,TRUE,TRUE,FALSE,1,TWFE,0,0.9792917163735252,0.1244091240441241,0.735449833247042,1.2231335995000086,NA,1
11,1,300,4,TRUE,TRUE,FALSE,1,TWFE with $\bm{w}_i' \bm{\beta}_t$,0,0.9977816352121468,0.12578639402588404,0.7512403029214142,1.2443229675028795,NA,1
11,1,300,4,TRUE,TRUE,FALSE,1,Augmented Synthetic Control,0,0.8703050987922687,0.1146415752487465,0.6029148628057871,1.0950025862798118,NA,1
11,1,300,4,TRUE,TRUE,FALSE,1,Generalized Synth ($p$ known),0,1.1184659083426127,0.20754501379259732,0.7116851561382533,1.5252466605469721,2,1
11,1,300,4,TRUE,TRUE,FALSE,1,Generalized Synth ($p$ estimated),0,0.7890854828967448,0.14725518427992365,0.5004706251712858,1.077700340622204,0,1
11,1,300,4,TRUE,TRUE,FALSE,1,Factor Imputation ($\bm{F}$ known),0,0.9900145747462116,0.08904279635010205,0.8154906939000115,1.1645384555924116,NA,1
11,1,300,4,TRUE,TRUE,FALSE,1,QLD ($p$ known),0,1.1285083473554909,0.21930475347544745,0.6986710305436137,1.5583456641673676,2,1
11,1,300,4,TRUE,TRUE,FALSE,1,QLD ($p$ estimated),0,0.8817627973832228,0.0941956973616806,0.6971392305543289,1.0663863642121167,1,1
12,1,300,4,TRUE,TRUE,FALSE,1,Difference-in-means,0,0.883405193041643,0.16279679521295934,0.5643234744242427,1.202486911659043,NA,1
12,1,300,4,TRUE,TRUE,FALSE,1,TWFE,0,0.9892873545638502,0.1283284399173926,0.7377636123257607,1.2408110968019397,NA,1
12,1,300,4,TRUE,TRUE,FALSE,1,TWFE with $\bm{w}_i' \bm{\beta}_t$,0,1.0016686772682926,0.12874089953594386,0.7493365141778425,1.2540008403587426,NA,1
12,1,300,4,TRUE,TRUE,FALSE,1,Augmented Synthetic Control,0,1.0055606834321276,0.15206975725177185,0.8278289624312202,1.3036174076456004,NA,1
12,1,300,4,TRUE,TRUE,FALSE,1,Generalized Synth ($p$ known),0,0.9652610048475558,0.34019164631542115,0.2984976302279424,1.6320243794671692,2,1
12,1,300,4,TRUE,TRUE,FALSE,1,Generalized Synth ($p$ estimated),0,0.7521334746730955,0.14945369265202987,0.4592096197185985,1.045057329627593,0,1
12,1,300,4,TRUE,TRUE,FALSE,1,Factor Imputation ($\bm{F}$ known),0,0.9524012677314184,0.09276420308579218,0.7705834296832658,1.1342191057795712,NA,1
12,1,300,4,TRUE,TRUE,FALSE,1,QLD ($p$ known),0,1.081549936438842,0.16540395861876436,0.757358177546064,1.4057416953316202,2,1
12,1,300,4,TRUE,TRUE,FALSE,1,QLD ($p$ estimated),0,1.081549936438842,0.16540395861876436,0.757358177546064,1.4057416953316202,2,1
13,1,300,4,TRUE,TRUE,FALSE,1,Difference-in-means,0,1.0873101096269164,0.16623192651193916,0.7614955336635156,1.4131246855903172,NA,1
13,1,300,4,TRUE,TRUE,FALSE,1,TWFE,0,1.0697770730026497,0.13991049257566665,0.7955525075543428,1.344001638450956,NA,1
