b,dgp_num,N,T0,twfe,parallel_trends,ar_error_term,instrument_noise,estimator,rel_year,estimate,std.error,ci_lower,ci_upper,selected_p,true_te
5,3,300,4,FALSE,FALSE,FALSE,1,Difference-in-means,0,23.392175441437843,0.9591325473140484,21.512275648702307,25.27207523417338,NA,1
5,3,300,4,FALSE,FALSE,FALSE,1,TWFE,0,5.481295457039861,0.22937261378966303,5.031725134012122,5.930865780067601,NA,1
5,3,300,4,FALSE,FALSE,FALSE,1,TWFE with $\bm{w}_i' \bm{\beta}_t$,0,4.250864167370068,0.2993342924029061,3.664168954260372,4.837559380479764,NA,1
5,3,300,4,FALSE,FALSE,FALSE,1,Augmented Synthetic Control,0,1.6627162868954066,0.3830284259559288,1.1590034305799932,2.413452001769027,NA,1
5,3,300,4,FALSE,FALSE,FALSE,1,Generalized Synth ($p$ known),0,1.4796118208982247,0.35233635468819297,0.7890452552652365,2.170178386531213,2,1
5,3,300,4,FALSE,FALSE,FALSE,1,Generalized Synth ($p$ estimated),0,1.3754806026954662,0.32133200990888416,0.7456814361941857,2.005279769196747,1,1
5,3,300,4,FALSE,FALSE,FALSE,1,Factor Imputation ($\bm{F}$ known),0,1.1179248407360178,0.10353645295129672,0.9149933929514764,1.3208562885205597,NA,1
5,3,300,4,FALSE,FALSE,FALSE,1,QLD ($p$ known),0,1.2921891287004923,0.6028018834855056,0.11069743706890134,2.473680820332083,2,1
5,3,300,4,FALSE,FALSE,FALSE,1,QLD ($p$ estimated),0,1.2921891287004923,0.6028018834855056,0.11069743706890134,2.473680820332083,2,1
6,3,300,4,FALSE,FALSE,FALSE,1,Difference-in-means,0,21.637811264957964,0.91437216025279,19.845641830862498,23.42998069905343,NA,1
6,3,300,4,FALSE,FALSE,FALSE,1,TWFE,0,5.059539263750936,0.2181030206950876,4.632057343188564,5.487021184313307,NA,1
6,3,300,4,FALSE,FALSE,FALSE,1,TWFE with $\bm{w}_i' \bm{\beta}_t$,0,4.125564897445939,0.25296363682758044,3.629756169263881,4.621373625627997,NA,1
6,3,300,4,FALSE,FALSE,FALSE,1,Augmented Synthetic Control,0,1.9218180714672997,1.339477032254199,0.8853030753293147,4.547193054685529,NA,1
6,3,300,4,FALSE,FALSE,FALSE,1,Generalized Synth ($p$ known),0,1.842604515291282,0.5048524696936668,0.8531118571855961,2.832097173396968,2,1
6,3,300,4,FALSE,FALSE,FALSE,1,Generalized Synth ($p$ estimated),0,1.634207842012242,0.2836596019244241,1.078245238371402,2.1901704456530817,1,1
6,3,300,4,FALSE,FALSE,FALSE,1,Factor Imputation ($\bm{F}$ known),0,1.1398963134435045,0.097156326913176,0.9494699126936792,1.3303227141933291,NA,1
6,3,300,4,FALSE,FALSE,FALSE,1,QLD ($p$ known),0,1.1824189580858726,0.5268944072575001,0.14970591986117232,2.215131996310573,2,1
6,3,300,4,FALSE,FALSE,FALSE,1,QLD ($p$ estimated),0,1.1824189580858726,0.5268944072575001,0.14970591986117232,2.215131996310573,2,1
7,3,300,4,FALSE,FALSE,FALSE,1,Difference-in-means,0,20.837689328997197,0.884657101072849,19.103761410894418,22.57161724709998,NA,1
7,3,300,4,FALSE,FALSE,FALSE,1,TWFE,0,4.65966487869491,0.2179468090708248,4.232489132916093,5.0868406244737265,NA,1
7,3,300,4,FALSE,FALSE,FALSE,1,TWFE with $\bm{w}_i' \bm{\beta}_t$,0,3.5711795757720086,0.25862752340984557,3.0642696298887113,4.078089521655306,NA,1
7,3,300,4,FALSE,FALSE,FALSE,1,Augmented Synthetic Control,0,0.663463405053978,1.3217556318021833,-1.434351144437514,3.254104443386258,NA,1
7,3,300,4,FALSE,FALSE,FALSE,1,Generalized Synth ($p$ known),0,0.865740381990768,0.4073912706638391,0.06726816387363443,1.6642126001079016,2,1
7,3,300,4,FALSE,FALSE,FALSE,1,Generalized Synth ($p$ estimated),0,0.9115881669380989,0.30117012473350824,0.3213055692409871,1.5018707646352103,1,1
7,3,300,4,FALSE,FALSE,FALSE,1,Factor Imputation ($\bm{F}$ known),0,0.861561838965527,0.09795766231399096,0.6695648208301046,1.053558857100949,NA,1
7,3,300,4,FALSE,FALSE,FALSE,1,QLD ($p$ known),0,0.422319524869645,0.5175945630691389,-0.5921658187458672,1.436804868485157,2,1
7,3,300,4,FALSE,FALSE,FALSE,1,QLD ($p$ estimated),0,0.422319524869645,0.5175945630691389,-0.5921658187458672,1.436804868485157,2,1
8,3,300,4,FALSE,FALSE,FALSE,1,Difference-in-means,0,20.785269739985807,0.8377347111773127,19.143309706078274,22.42722977389334,NA,1
8,3,300,4,FALSE,FALSE,FALSE,1,TWFE,0,4.822655308951732,0.19841823844185835,4.43375556160569,5.211555056297774,NA,1
8,3,300,4,FALSE,FALSE,FALSE,1,TWFE with $\bm{w}_i' \bm{\beta}_t$,0,4.121090487376965,0.2739708253083956,3.58410766977251,4.6580733049814205,NA,1
8,3,300,4,FALSE,FALSE,FALSE,1,Augmented Synthetic Control,0,2.634199082172458,1.095579673449586,-0.5955044977038533,4.781535242133646,NA,1
8,3,300,4,FALSE,FALSE,FALSE,1,Generalized Synth ($p$ known),0,1.369460446149156,0.461527781254408,0.4648826170258362,2.274038275272476,2,1
8,3,300,4,FALSE,FALSE,FALSE,1,Generalized Synth ($p$ estimated),0,1.5528884581719014,0.3387235559276633,0.8890024878383427,2.21677442850546,1,1
8,3,300,4,FALSE,FALSE,FALSE,1,Factor Imputation ($\bm{F}$ known),0,1.038218239757882,0.09255910809377516,0.8568023878940826,1.2196340916216812,NA,1
8,3,300,4,FALSE,FALSE,FALSE,1,QLD ($p$ known),0,2.0149272829281557,0.6273005580808478,0.7854181890896941,3.2444363767666173,2,1
8,3,300,4,FALSE,FALSE,FALSE,1,QLD ($p$ estimated),0,2.0149272829281557,0.6273005580808478,0.7854181890896941,3.2444363767666173,2,1
9,3,300,4,FALSE,FALSE,FALSE,1,Difference-in-means,0,21.18475858390179,0.924673553445419,19.37239841914877,22.99711874865481,NA,1
9,3,300,4,FALSE,FALSE,FALSE,1,TWFE,0,4.992563076976952,0.22284648541986793,4.55578396555401,5.429342188399893,NA,1
9,3,300,4,FALSE,FALSE,FALSE,1,TWFE with $\bm{w}_i' \bm{\beta}_t$,0,3.5716919555463797,0.24986768903430495,3.081951285039142,4.061432626053618,NA,1
9,3,300,4,FALSE,FALSE,FALSE,1,Augmented Synthetic Control,0,0.9320940669107144,0.6794901400398703,0.2675310188722868,2.26389474138886,NA,1
9,3,300,4,FALSE,FALSE,FALSE,1,Generalized Synth ($p$ known),0,1.055226685745135,0.2864310885087836,0.49383206821531456,1.6166213032749552,2,1
9,3,300,4,FALSE,FALSE,FALSE,1,Generalized Synth ($p$ estimated),0,1.0488581377870347,0.2843928131932137,0.4914584664663086,1.606257809107761,1,1
9,3,300,4,FALSE,FALSE,FALSE,1,Factor Imputation ($\bm{F}$ known),0,1.0122442350727343,0.0908069409671132,0.8342626307771926,1.1902258393682763,NA,1
9,3,300,4,FALSE,FALSE,FALSE,1,QLD ($p$ known),0,0.40434257563867937,0.3732533237406323,-0.32723393889296004,1.135919090170319,2,1
9,3,300,4,FALSE,FALSE,FALSE,1,QLD ($p$ estimated),0,0.40434257563867937,0.3732533237406323,-0.32723393889296004,1.135919090170319,2,1
10,3,300,4,FALSE,FALSE,FALSE,1,Difference-in-means,0,22.36308328097195,0.9364632660357904,20.5276152795418,24.1985512824021,NA,1
10,3,300,4,FALSE,FALSE,FALSE,1,TWFE,0,5.053239987714613,0.2220110330479551,4.6180983629406205,5.488381612488605,NA,1
10,3,300,4,FALSE,FALSE,FALSE,1,TWFE with $\bm{w}_i' \bm{\beta}_t$,0,3.975240379647744,0.2572849926168456,3.4709617941187267,4.479518965176761,NA,1
10,3,300,4,FALSE,FALSE,FALSE,1,Augmented Synthetic Control,0,1.4182658304700588,1.6845892933936804,-0.3862637015665306,4.720060845521672,NA,1
10,3,300,4,FALSE,FALSE,FALSE,1,Generalized Synth ($p$ known),0,0.9516997125012848,0.4246592547534307,0.11938286748294102,1.7840165575196285,2,1
10,3,300,4,FALSE,FALSE,FALSE,1,Generalized Synth ($p$ estimated),0,1.0848345192216209,0.29813757434873817,0.5004956110599615,1.66917342738328,1,1
10,3,300,4,FALSE,FALSE,FALSE,1,Factor Imputation ($\bm{F}$ known),0,0.9541646133194503,0.0936665671077643,0.7705781417882325,1.1377510848506684,NA,1
10,3,300,4,FALSE,FALSE,FALSE,1,QLD ($p$ known),0,0.03034920230456246,0.6478310209417248,-1.2393995987412183,1.300098003350343,2,1
10,3,300,4,FALSE,FALSE,FALSE,1,QLD ($p$ estimated),0,0.03034920230456246,0.6478310209417248,-1.2393995987412183,1.300098003350343,2,1
11,3,300,4,FALSE,FALSE,FALSE,1,Difference-in-means,0,22.043895987963428,0.9556100352764538,20.170900318821577,23.91689165710528,NA,1
11,3,300,4,FALSE,FALSE,FALSE,1,TWFE,0,4.933581411938583,0.2131864832667871,4.51573590473568,5.351426919141486,NA,1
11,3,300,4,FALSE,FALSE,FALSE,1,TWFE with $\bm{w}_i' \bm{\beta}_t$,0,3.703080416888603,0.24085917355241684,3.2309964367258663,4.17516439705134,NA,1
11,3,300,4,FALSE,FALSE,FALSE,1,Augmented Synthetic Control,0,0.8810259979064874,2.608814700310608,-0.6974922638266925,5.994302810515279,NA,1
11,3,300,4,FALSE,FALSE,FALSE,1,Generalized Synth ($p$ known),0,1.4755676595716751,0.33522034251833505,0.8185478613505578,2.132587457792793,2,1
11,3,300,4,FALSE,FALSE,FALSE,1,Generalized Synth ($p$ estimated),0,1.4495071869225271,0.2855809333577159,0.889778842870071,2.0092355309749834,1,1
11,3,300,4,FALSE,FALSE,FALSE,1,Factor Imputation ($\bm{F}$ known),0,0.8335856189069656,0.09010308718349784,0.6569835680273097,1.0101876697866214,NA,1
11,3,300,4,FALSE,FALSE,FALSE,1,QLD ($p$ known),0,1.0275600081348808,0.4212548791939767,0.2019004449146865,1.853219571355075,2,1
11,3,300,4,FALSE,FALSE,FALSE,1,QLD ($p$ estimated),0,1.0275600081348808,0.4212548791939767,0.2019004449146865,1.853219571355075,2,1
12,3,300,4,FALSE,FALSE,FALSE,1,Difference-in-means,0,21.70763738102144,0.98435907632089,19.778293591432497,23.636981170610383,NA,1
12,3,300,4,FALSE,FALSE,FALSE,1,TWFE,0,5.066259053342829,0.22433745718169065,4.626557637266716,5.505960469418943,NA,1
12,3,300,4,FALSE,FALSE,FALSE,1,TWFE with $\bm{w}_i' \bm{\beta}_t$,0,3.8674781488825185,0.2833106950019317,3.3121891866787325,4.422767111086305,NA,1
12,3,300,4,FALSE,FALSE,FALSE,1,Augmented Synthetic Control,0,0.7453501734748365,1.4856377411915178,-0.4654953887942135,3.657200146210211,NA,1
12,3,300,4,FALSE,FALSE,FALSE,1,Generalized Synth ($p$ known),0,1.1722305903767571,0.2748235433783339,0.6335863432515415,1.710874837501973,2,1
12,3,300,4,FALSE,FALSE,FALSE,1,Generalized Synth ($p$ estimated),0,1.1671807502508122,0.2807949928910665,0.6168326771451415,1.7175288233564832,1,1
12,3,300,4,FALSE,FALSE,FALSE,1,Factor Imputation ($\bm{F}$ known),0,0.9571514372663286,0.10776684414155184,0.7459284227488869,1.1683744517837702,NA,1
12,3,300,4,FALSE,FALSE,FALSE,1,QLD ($p$ known),0,0.8279996813420989,0.5321560660121591,-0.2150262080417331,1.871025570725931,2,1
12,3,300,4,FALSE,FALSE,FALSE,1,QLD ($p$ estimated),0,0.8279996813420989,0.5321560660121591,-0.2150262080417331,1.871025570725931,2,1
13,3,300,4,FALSE,FALSE,FALSE,1,Difference-in-means,0,21.781464927379485,0.940270551150439,19.938534647124623,23.624395207634347,NA,1
13,3,300,4,FALSE,FALSE,FALSE,1,TWFE,0,4.731901218799217,0.21662530783404985,4.3073156154444785,5.156486822153955,NA,1
13,3,300,4,FALSE,FALSE,FALSE,1,TWFE with $\bm{w}_i' \bm{\beta}_t$,0,3.56491068172195,0.2623520093950949,3.0507007433075635,4.079120620136336,NA,1
13,3,300,4,FALSE,FALSE,FALSE,1,Augmented Synthetic Control,0,1.0008677727079591,1.2896119155281551,-0.4907935889634985,3.5285071271431434,NA,1
13,3,300,4,FALSE,FALSE,FALSE,1,Generalized Synth ($p$ known),0,1.2248659431843631,0.4549409070571226,0.3331981502584189,2.1165337361103074,2,1
13,3,300,4,FALSE,FALSE,FALSE,1,Generalized Synth ($p$ estimated),0,1.321062551588697,0.2738075480984549,0.7844096186205066,1.8577154845568868,1,1
13,3,300,4,FALSE,FALSE,FALSE,1,Factor Imputation ($\bm{F}$ known),0,0.8472560800043444,0.0962439981243462,0.6586178436806258,1.035894316328063,NA,1
13,3,300,4,FALSE,FALSE,FALSE,1,QLD ($p$ known),0,0.8278946268568284,0.5469452949993122,-0.24411815134182355,1.8999074050554805,2,1
13,3,300,4,FALSE,FALSE,FALSE,1,QLD ($p$ estimated),0,0.8278946268568284,0.5469452949993122,-0.24411815134182355,1.8999074050554805,2,1
14,3,300,4,FALSE,FALSE,FALSE,1,Difference-in-means,0,22.101419751992324,0.8998731433240348,20.337668391077216,23.865171112907433,NA,1
14,3,300,4,FALSE,FALSE,FALSE,1,TWFE,0,4.822164033556287,0.21903095922762691,4.392863353470139,5.251464713642436,NA,1
14,3,300,4,FALSE,FALSE,FALSE,1,TWFE with $\bm{w}_i' \bm{\beta}_t$,0,3.889086532636029,0.2668429187040473,3.366074411976096,4.412098653295962,NA,1
14,3,300,4,FALSE,FALSE,FALSE,1,Augmented Synthetic Control,0,3.5405615237463763,0.49984388192220425,0.20525968417878815,4.520255532313897,NA,1
14,3,300,4,FALSE,FALSE,FALSE,1,Generalized Synth ($p$ known),0,0.957080227977534,0.6564015011464223,-0.32944307366748027,2.2436035296225487,2,1
14,3,300,4,FALSE,FALSE,FALSE,1,Generalized Synth ($p$ estimated),0,0.976897468404164,0.38525326287530454,0.2218149482420253,1.7319799885663023,1,1
14,3,300,4,FALSE,FALSE,FALSE,1,Factor Imputation ($\bm{F}$ known),0,0.7660966872350133,0.0946960384047944,0.5804924519616164,0.9517009225084104,NA,1
14,3,300,4,FALSE,FALSE,FALSE,1,QLD ($p$ known),0,0.7512832724771147,0.6043584704522507,-0.4332593296092967,1.935825874563526,2,1
14,3,300,4,FALSE,FALSE,FALSE,1,QLD ($p$ estimated),0,0.7512832724771147,0.6043584704522507,-0.4332593296092967,1.935825874563526,2,1
15,3,300,4,FALSE,FALSE,FALSE,1,Difference-in-means,0,21.16142400661645,0.8158541108046858,19.562349949439263,22.760498063793634,NA,1
15,3,300,4,FALSE,FALSE,FALSE,1,TWFE,0,4.917465703955482,0.1976104637715596,4.530149194963226,5.304782212947739,NA,1
15,3,300,4,FALSE,FALSE,FALSE,1,TWFE with $\bm{w}_i' \bm{\beta}_t$,0,4.1179427550891186,0.24095139764478257,3.6456780157053448,4.590207494472892,NA,1
15,3,300,4,FALSE,FALSE,FALSE,1,Augmented Synthetic Control,0,0.8910360468111982,1.780131808891066,-0.9306996302814065,4.380094392237687,NA,1
15,3,300,4,FALSE,FALSE,FALSE,1,Generalized Synth ($p$ known),0,1.3911572608402214,0.7208444378501873,-0.02167187580216656,2.8039863974826096,2,1
15,3,300,4,FALSE,FALSE,FALSE,1,Generalized Synth ($p$ estimated),0,1.4151568270139805,0.2834660671251454,0.859573544609482,1.9707401094184784,1,1
15,3,300,4,FALSE,FALSE,FALSE,1,Factor Imputation ($\bm{F}$ known),0,1.0532650498908764,0.09506331949549934,0.8669409436796978,1.2395891561020551,NA,1
15,3,300,4,FALSE,FALSE,FALSE,1,QLD ($p$ known),0,1.422933564232715,0.5094008745587204,0.42450785009762304,2.421359278367807,2,1
15,3,300,4,FALSE,FALSE,FALSE,1,QLD ($p$ estimated),0,1.422933564232715,0.5094008745587204,0.42450785009762304,2.421359278367807,2,1
16,3,300,4,FALSE,FALSE,FALSE,1,Difference-in-means,0,22.26737709537776,0.8928500318523827,20.517391032947092,24.01736315780843,NA,1
16,3,300,4,FALSE,FALSE,FALSE,1,TWFE,0,4.940030992015398,0.21757680229559476,4.5135804595160325,5.3664815245147635,NA,1
16,3,300,4,FALSE,FALSE,FALSE,1,TWFE with $\bm{w}_i' \bm{\beta}_t$,0,3.918786596951293,0.2685397356701136,3.3924487150378706,4.445124478864716,NA,1
16,3,300,4,FALSE,FALSE,FALSE,1,Augmented Synthetic Control,0,1.1313603448181908,0.8918904563060056,0.13108017292264762,2.879465639177962,NA,1
16,3,300,4,FALSE,FALSE,FALSE,1,Generalized Synth ($p$ known),0,0.836545839175776,0.6940481063124537,-0.5237634527348595,2.1968551310864113,2,1
16,3,300,4,FALSE,FALSE,FALSE,1,Generalized Synth ($p$ estimated),0,1.5530846127483215,0.35161923790802624,0.8639235701771694,2.242245655319474,1,1
16,3,300,4,FALSE,FALSE,FALSE,1,Factor Imputation ($\bm{F}$ known),0,0.9079671109842063,0.09270356346405506,0.7262681265946586,1.0896660953737545,NA,1
16,3,300,4,FALSE,FALSE,FALSE,1,QLD ($p$ known),0,0.20362178919997312,0.7267170464822676,-1.2207436219052714,1.6279872003052178,2,1
16,3,300,4,FALSE,FALSE,FALSE,1,QLD ($p$ estimated),0,0.20362178919997312,0.7267170464822676,-1.2207436219052714,1.6279872003052178,2,1
17,3,300,4,FALSE,FALSE,FALSE,1,Difference-in-means,0,20.622402306123583,0.9073852985972198,18.843927120873033,22.400877491374132,NA,1
17,3,300,4,FALSE,FALSE,FALSE,1,TWFE,0,4.785729927256429,0.223661341686725,4.347353697550448,5.22410615696241,NA,1
17,3,300,4,FALSE,FALSE,FALSE,1,TWFE with $\bm{w}_i' \bm{\beta}_t$,0,3.9085259041146534,0.28564737272641955,3.348657053570871,4.468394754658435,NA,1
17,3,300,4,FALSE,FALSE,FALSE,1,Augmented Synthetic Control,0,3.087925746562732,0.8287585868512227,2.1062310108606788,4.712292576791128,NA,1
17,3,300,4,FALSE,FALSE,FALSE,1,Generalized Synth ($p$ known),0,1.701065279578112,0.568821321132754,0.5861959765194222,2.815934582636802,2,1
17,3,300,4,FALSE,FALSE,FALSE,1,Generalized Synth ($p$ estimated),0,1.7245983259402904,0.33322790867797575,1.071483626287856,2.377713025592725,1,1
17,3,300,4,FALSE,FALSE,FALSE,1,Factor Imputation ($\bm{F}$ known),0,1.028347152513155,0.10303062773174568,0.8264071221589333,1.2302871828673765,NA,1
17,3,300,4,FALSE,FALSE,FALSE,1,QLD ($p$ known),0,0.6529124120048462,0.8953219917026579,-1.1019186917323631,2.4077435157420557,2,1
17,3,300,4,FALSE,FALSE,FALSE,1,QLD ($p$ estimated),0,0.6066582269548405,0.8345811471868434,-1.0291208215313723,2.2424372754410538,1,1
18,3,300,4,FALSE,FALSE,FALSE,1,Difference-in-means,0,21.414614584085847,0.9149495735675937,19.62131341989336,23.20791574827833,NA,1
18,3,300,4,FALSE,FALSE,FALSE,1,TWFE,0,4.945292842705776,0.22487945536155804,4.504529110197122,5.386056575214429,NA,1
18,3,300,4,FALSE,FALSE,FALSE,1,TWFE with $\bm{w}_i' \bm{\beta}_t$,0,3.8190262001668698,0.27384927113199464,3.28228162874816,4.355770771585579,NA,1
18,3,300,4,FALSE,FALSE,FALSE,1,Augmented Synthetic Control,0,1.3684685793594404,3.698341771241162,-0.2848660000445271,8.617218450992118,NA,1
18,3,300,4,FALSE,FALSE,FALSE,1,Generalized Synth ($p$ known),0,0.6924559180117738,0.8042045722504161,-0.8837560798014812,2.268667915825029,2,1
18,3,300,4,FALSE,FALSE,FALSE,1,Generalized Synth ($p$ estimated),0,1.510843870306383,0.2831116307923179,0.9559552703490388,2.0657324702637263,1,1
18,3,300,4,FALSE,FALSE,FALSE,1,Factor Imputation ($\bm{F}$ known),0,0.9556476686826592,0.10876151273910308,0.7424751037140173,1.1688202336513014,NA,1
18,3,300,4,FALSE,FALSE,FALSE,1,QLD ($p$ known),0,0.7880911805755597,0.5378342979683075,-0.26606404344232293,1.8422464045934424,2,1
18,3,300,4,FALSE,FALSE,FALSE,1,QLD ($p$ estimated),0,0.7880911805755597,0.5378342979683075,-0.26606404344232293,1.8422464045934424,2,1
19,3,300,4,FALSE,FALSE,FALSE,1,Difference-in-means,0,20.63280134619965,0.8903602638143003,18.887695229123615,22.377907463275676,NA,1
19,3,300,4,FALSE,FALSE,FALSE,1,TWFE,0,4.663543594456976,0.21558009315389845,4.241006611875335,5.086080577038617,NA,1
19,3,300,4,FALSE,FALSE,FALSE,1,TWFE with $\bm{w}_i' \bm{\beta}_t$,0,3.8952019048820343,0.233981144906427,3.4365988608654376,4.353804948898631,NA,1
19,3,300,4,FALSE,FALSE,FALSE,1,Augmented Synthetic Control,0,1.748657513902888,1.3054437432928283,-0.8754987924414692,4.307327250756831,NA,1
19,3,300,4,FALSE,FALSE,FALSE,1,Generalized Synth ($p$ known),0,1.6844323001874328,0.44098901028091303,0.8201097224588799,2.548754877915986,2,1
19,3,300,4,FALSE,FALSE,FALSE,1,Generalized Synth ($p$ estimated),0,1.528699426143126,0.28273357882173206,0.9745517944324148,2.0828470578538374,1,1
19,3,300,4,FALSE,FALSE,FALSE,1,Factor Imputation ($\bm{F}$ known),0,0.91679109921989,0.1056442035029506,0.709728460354107,1.1238537380856732,NA,1
19,3,300,4,FALSE,FALSE,FALSE,1,QLD ($p$ known),0,0.7088429888143317,0.7111713892169199,-0.6850529340508313,2.102738911679495,2,1
19,3,300,4,FALSE,FALSE,FALSE,1,QLD ($p$ estimated),0,0.7088429888143317,0.7111713892169199,-0.6850529340508313,2.102738911679495,2,1
20,3,300,4,FALSE,FALSE,FALSE,1,Difference-in-means,0,22.839860938940227,0.9214227072702564,21.03387243269052,24.64584944518993,NA,1
20,3,300,4,FALSE,FALSE,FALSE,1,TWFE,0,5.163656296356355,0.21106820922875263,4.749962606268,5.57734998644471,NA,1
20,3,300,4,FALSE,FALSE,FALSE,1,TWFE with $\bm{w}_i' \bm{\beta}_t$,0,4.1561194251775335,0.2327941463727284,3.699842898286986,4.6123959520680815,NA,1
20,3,300,4,FALSE,FALSE,FALSE,1,Augmented Synthetic Control,0,2.110490428782768,1.069795814306838,0.23350538535374457,4.20729022482417,NA,1
20,3,300,4,FALSE,FALSE,FALSE,1,Generalized Synth ($p$ known),0,1.1932604967170803,0.3793154615231432,0.4498158533525312,1.9367051400816295,2,1
20,3,300,4,FALSE,FALSE,FALSE,1,Generalized Synth ($p$ estimated),0,1.337996400826999,0.2524715128567015,0.8431613285055233,1.8328314731484752,1,1
20,3,300,4,FALSE,FALSE,FALSE,1,Factor Imputation ($\bm{F}$ known),0,1.03496565750177,0.09178812354025256,0.8550609353628751,1.214870379640665,NA,1
20,3,300,4,FALSE,FALSE,FALSE,1,QLD ($p$ known),0,0.8337417675751077,0.5193265151379147,-0.1841382020952053,1.8516217372454205,2,1
20,3,300,4,FALSE,FALSE,FALSE,1,QLD ($p$ estimated),0,0.8337417675751077,0.5193265151379147,-0.1841382020952053,1.8516217372454205,2,1
21,3,300,4,FALSE,FALSE,FALSE,1,Difference-in-means,0,22.5993875791954,0.8978961829165317,20.839511060679,24.359264097711804,NA,1
21,3,300,4,FALSE,FALSE,FALSE,1,TWFE,0,5.061267265855991,0.21236590844211364,4.645030085309449,5.477504446402534,NA,1
21,3,300,4,FALSE,FALSE,FALSE,1,TWFE with $\bm{w}_i' \bm{\beta}_t$,0,4.258153599482152,0.24883943469872372,3.7704283074726535,4.7458788914916505,NA,1
21,3,300,4,FALSE,FALSE,FALSE,1,Augmented Synthetic Control,0,0.830226432750969,2.5043697593315777,-0.5440490417938904,5.7387911610408615,NA,1
21,3,300,4,FALSE,FALSE,FALSE,1,Generalized Synth ($p$ known),0,1.4822507189873255,0.6031016151416724,0.3001932742917115,2.6643081636829393,2,1
21,3,300,4,FALSE,FALSE,FALSE,1,Generalized Synth ($p$ estimated),0,1.4756475814176917,0.3319144189065719,0.8251072744112705,2.1261878884241128,1,1
21,3,300,4,FALSE,FALSE,FALSE,1,Factor Imputation ($\bm{F}$ known),0,0.9810362838061883,0.0997544749003364,0.785517513001529,1.176555054610848,NA,1
21,3,300,4,FALSE,FALSE,FALSE,1,QLD ($p$ known),0,1.826821346899936,0.6149707310819923,0.6214787139792313,3.0321639798206412,2,1
21,3,300,4,FALSE,FALSE,FALSE,1,QLD ($p$ estimated),0,1.826821346899936,0.6149707310819923,0.6214787139792313,3.0321639798206412,2,1
22,3,300,4,FALSE,FALSE,FALSE,1,Difference-in-means,0,21.126616844546167,0.8345506663837249,19.490897538434066,22.762336150658268,NA,1
22,3,300,4,FALSE,FALSE,FALSE,1,TWFE,0,4.814969215765288,0.19265295844781,4.43736941720758,5.192569014322996,NA,1
22,3,300,4,FALSE,FALSE,FALSE,1,TWFE with $\bm{w}_i' \bm{\beta}_t$,0,3.7689099650689486,0.24652812360116527,3.285714842810665,4.252105087327233,NA,1
22,3,300,4,FALSE,FALSE,FALSE,1,Augmented Synthetic Control,0,2.518400850555203,1.8788967962816772,0.9744242837459892,6.20103857126729,NA,1
22,3,300,4,FALSE,FALSE,FALSE,1,Generalized Synth ($p$ known),0,1.3430915704380106,0.4978096186671853,0.3674026466927095,2.318780494183312,2,1
22,3,300,4,FALSE,FALSE,FALSE,1,Generalized Synth ($p$ estimated),0,1.9355005075933605,0.2755609932439523,1.3954108852911289,2.475590129895592,1,1
22,3,300,4,FALSE,FALSE,FALSE,1,Factor Imputation ($\bm{F}$ known),0,0.976230661524519,0.09679121988559844,0.7865198705487461,1.165941452500292,NA,1
22,3,300,4,FALSE,FALSE,FALSE,1,QLD ($p$ known),0,1.032923035750617,0.6231759294374367,-0.18850178594675904,2.2543478574479927,2,1
22,3,300,4,FALSE,FALSE,FALSE,1,QLD ($p$ estimated),0,1.032923035750617,0.6231759294374367,-0.18850178594675904,2.2543478574479927,2,1
23,3,300,4,FALSE,FALSE,FALSE,1,Difference-in-means,0,22.727734627135657,0.9056213952183134,20.952716692507764,24.50275256176355,NA,1
23,3,300,4,FALSE,FALSE,FALSE,1,TWFE,0,5.154262036379952,0.21254775376550977,4.7376684389995525,5.570855633760351,NA,1
23,3,300,4,FALSE,FALSE,FALSE,1,TWFE with $\bm{w}_i' \bm{\beta}_t$,0,4.1051143086271935,0.2724242906694652,3.5711626989150416,4.6390659183393455,NA,1
23,3,300,4,FALSE,FALSE,FALSE,1,Augmented Synthetic Control,0,2.5225136067425815,1.735245092989648,0.4648409278337837,5.923593989002292,NA,1
23,3,300,4,FALSE,FALSE,FALSE,1,Generalized Synth ($p$ known),0,1.2001039839297762,0.4811401276159522,0.2570866622855047,2.1431213055740477,2,1
23,3,300,4,FALSE,FALSE,FALSE,1,Generalized Synth ($p$ estimated),0,1.5526459250669111,0.28810816859361815,0.9879642909716256,2.1173275591621965,1,1
23,3,300,4,FALSE,FALSE,FALSE,1,Factor Imputation ($\bm{F}$ known),0,0.9512596722668112,0.0968599323395484,0.7614142048812962,1.141105139652326,NA,1
23,3,300,4,FALSE,FALSE,FALSE,1,QLD ($p$ known),0,1.513574545924674,0.5407995604492073,0.4536074074442278,2.5735416844051207,2,1
23,3,300,4,FALSE,FALSE,FALSE,1,QLD ($p$ estimated),0,1.513574545924674,0.5407995604492073,0.4536074074442278,2.5735416844051207,2,1
24,3,300,4,FALSE,FALSE,FALSE,1,Difference-in-means,0,22.406174130536897,0.9079781373317356,20.626536981366694,24.1858112797071,NA,1
24,3,300,4,FALSE,FALSE,FALSE,1,TWFE,0,5.1465181319320346,0.22324109316554464,4.708965589327567,5.584070674536502,NA,1
24,3,300,4,FALSE,FALSE,FALSE,1,TWFE with $\bm{w}_i' \bm{\beta}_t$,0,3.78796980584669,0.26578169928324796,3.267037675251524,4.308901936441856,NA,1
