b,dgp_num,T_0,estimator,true_te,rel_year,estimate,std.error,ci_lower,ci_upper,selected_p
73,1,4,QLD ($p$ known),1,0,2.207065480722374,2.253926670372978,-2.2106307932086624,6.62476175465341,2
73,1,4,QLD ($p$ estimated),1,0,2.207065480722374,2.253926670372978,-2.2106307932086624,6.62476175465341,2
74,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.749344060487433,0.1681618892083916,4.419746757638985,5.07894136333588,NA
74,1,4,QLD ($p$ known),1,0,-1.904867490340036,5.168614553399347,-12.035352015002756,8.225617034322683,2
74,1,4,QLD ($p$ estimated),1,0,-0.6976455151154586,1.348649621163606,-3.3409987725961265,1.9457077423652092,1
75,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.82720894616258,0.18214777617866823,4.4701993048523905,5.1842185874727695,NA
75,1,4,QLD ($p$ known),1,0,-1.1455645620508297,3.3204332527099343,-7.653613737362301,5.362484613260641,2
75,1,4,QLD ($p$ estimated),1,0,24.732472501535018,0.4936168448741424,23.764983485581695,25.699961517488333,0
76,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.458127936403976,0.1770796708695947,4.111051781499571,4.805204091308381,NA
76,1,4,QLD ($p$ known),1,0,-3.743927460940246,3.8122959429395338,-11.216027509101732,3.728172587221239,2
76,1,4,QLD ($p$ estimated),1,0,-4.362026933866532,2.8084190184912075,-9.866528210109298,1.142474342376235,1
77,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.946909310845179,0.17131130314410195,4.611139156682739,5.282679465007618,NA
77,1,4,QLD ($p$ known),1,0,0.5019266371769748,1.7050310016664667,-2.8399341260893,3.8437874004432495,2
77,1,4,QLD ($p$ estimated),1,0,24.465257147885943,0.4768353306950456,23.530659899723652,25.399854396048234,0
78,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.840931026422553,0.1818253560099065,4.484553328643137,5.19730872420197,NA
78,1,4,QLD ($p$ known),1,0,-3.538174419292079,2.8077990549986236,-9.041460567089382,1.965111728505223,2
78,1,4,QLD ($p$ estimated),1,0,-3.557406653173885,2.770759156662257,-8.988094600231909,1.8732812938841388,1
79,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,5.107600031851228,0.1826619138734227,4.749582680659319,5.465617383043137,NA
79,1,4,QLD ($p$ known),1,0,14.64853152110623,45.926784505922406,-75.36796611050168,104.66502915271415,2
79,1,4,QLD ($p$ estimated),1,0,-0.49593490032429766,2.331242310703709,-5.065169829303567,4.073300028654971,1
80,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.806784367181733,0.16927583309025643,4.475003734324831,5.138565000038636,NA
80,1,4,QLD ($p$ known),1,0,-0.05966581804258408,3.630185402171746,-7.174829206299206,7.055497570214039,2
80,1,4,QLD ($p$ estimated),1,0,-0.05966581804258408,3.630185402171746,-7.174829206299206,7.055497570214039,2
81,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.897798978931446,0.1712619111334319,4.562125633109919,5.233472324752973,NA
81,1,4,QLD ($p$ known),1,0,0.08540346816461328,1.608199694950579,-3.0666679339385214,3.237474870267748,2
81,1,4,QLD ($p$ estimated),1,0,0.08540346816461328,1.608199694950579,-3.0666679339385214,3.237474870267748,2
82,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.755117658625641,0.1750724868144844,4.411975584469252,5.098259732782031,NA
82,1,4,QLD ($p$ known),1,0,-2.2654193729455656,3.95096279800202,-10.009306457029524,5.478467711138393,2
82,1,4,QLD ($p$ estimated),1,0,24.912245168684674,0.44799288027514894,24.034179123345385,25.79031121402397,0
83,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.68599889094503,0.1833584746051028,4.326616280719029,5.045381501171032,NA
83,1,4,QLD ($p$ known),1,0,-0.6849634172015713,3.626563932642759,-7.7930287251813795,6.423101890778236,2
83,1,4,QLD ($p$ estimated),1,0,-2.2158298497109072,1.2631462958753228,-4.69159658962654,0.2599368902047252,1
84,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.717760824800306,0.1729407892274531,4.378796877914498,5.056724771686113,NA
84,1,4,QLD ($p$ known),1,0,-2.6533455524301504,3.1893963385828497,-8.904562376052535,3.5978712711922345,2
84,1,4,QLD ($p$ estimated),1,0,-2.6533455524301504,3.1893963385828497,-8.904562376052535,3.5978712711922345,2
85,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,5.008670778896745,0.18557834731538897,4.644937218158582,5.372404339634907,NA
85,1,4,QLD ($p$ known),1,0,0.8096700061564551,11.765203047832207,-22.250127967594672,23.869467979907583,2
85,1,4,QLD ($p$ estimated),1,0,25.15323032176427,0.5068508236248183,24.159802707459622,26.146657936068912,0
86,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,5.054568461815578,0.19015964862563856,4.681855550509327,5.42728137312183,NA
86,1,4,QLD ($p$ known),1,0,0.03354761407915335,4.346726537045348,-8.486036398529729,8.553131626688037,2
86,1,4,QLD ($p$ estimated),1,0,25.31216665529529,0.5276993268256595,24.277875974717,26.34645733587358,0
87,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.963698507117968,0.18113006270592055,4.608683584214364,5.318713430021572,NA
87,1,4,QLD ($p$ known),1,0,0.48655474993026154,2.522999401024523,-4.458524076077803,5.431633575938327,2
87,1,4,QLD ($p$ estimated),1,0,-3.339137946247278,2.4607491495364617,-8.162206279338744,1.4839303868441869,1
88,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.9532732671066695,0.18341507194146808,4.593779726101392,5.312766808111947,NA
88,1,4,QLD ($p$ known),1,0,-0.3512107351794395,3.0979486884899714,-6.423190164619783,5.720768694260904,2
88,1,4,QLD ($p$ estimated),1,0,-0.3512107351794395,3.0979486884899714,-6.423190164619783,5.720768694260904,2
89,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.808817529985327,0.17755164523382586,4.460816305327028,5.156818754643626,NA
89,1,4,QLD ($p$ known),1,0,-3.114349369557565,2.296972566373584,-7.616415599649789,1.3877168605346597,2
89,1,4,QLD ($p$ estimated),1,0,-3.114349369557565,2.296972566373584,-7.616415599649789,1.3877168605346597,2
90,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,5.102672823744633,0.16917821434074826,4.771083523636766,5.434262123852499,NA
90,1,4,QLD ($p$ known),1,0,7.265035854302027,10.841753458174226,-13.984800923719456,28.51487263232351,2
90,1,4,QLD ($p$ estimated),1,0,7.265035854302027,10.841753458174226,-13.984800923719456,28.51487263232351,2
91,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.9780834804395,0.1836244644334517,4.618179530149935,5.337987430729066,NA
91,1,4,QLD ($p$ known),1,0,-0.8961084647084976,3.0533681143279097,-6.880709968791201,5.088493039374206,2
91,1,4,QLD ($p$ estimated),1,0,-0.8961084647084976,3.0533681143279097,-6.880709968791201,5.088493039374206,2
92,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.965127967440974,0.18619533539474545,4.600185110067273,5.330070824814675,NA
92,1,4,QLD ($p$ known),1,0,0.30601902982728496,3.102116432386958,-5.774129177651153,6.386167237305722,2
92,1,4,QLD ($p$ estimated),1,0,0.30601902982728496,3.102116432386958,-5.774129177651153,6.386167237305722,2
93,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.688198601143197,0.1887482200876313,4.31825208977144,5.058145112514954,NA
93,1,4,QLD ($p$ known),1,0,-3.7975631961718816,2.1117370024115507,-7.936567720898521,0.3414413285547573,2
93,1,4,QLD ($p$ estimated),1,0,-3.7975631961718816,2.1117370024115507,-7.936567720898521,0.3414413285547573,2
94,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.958343642830831,0.17906583372893803,4.607374608722113,5.30931267693955,NA
94,1,4,QLD ($p$ known),1,0,0.4812335392114292,2.319494029908266,-4.064974759408771,5.027441837831629,2
94,1,4,QLD ($p$ estimated),1,0,24.976376043898203,0.5264925282548476,23.9444506885187,26.008301399277705,0
95,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,5.119564204228711,0.17777221834913037,4.771130656264416,5.467997752193006,NA
95,1,4,QLD ($p$ known),1,0,3.813929533798818,1.6741643681115512,0.5325673723001776,7.095291695297458,2
95,1,4,QLD ($p$ estimated),1,0,3.6234994484353,1.627112728368784,0.4343585008324835,6.812640396038117,1
96,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,5.102569328661776,0.17912691840438444,4.751480568589183,5.453658088734369,NA
96,1,4,QLD ($p$ known),1,0,2.2394137961657203,3.0567416301449444,-3.7517997989183702,8.230627391249811,2
96,1,4,QLD ($p$ estimated),1,0,25.758771807261784,0.5103775531139216,24.758431803158494,26.75911181136507,0
97,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.929257735980938,0.16698318333865642,4.601970696637172,5.256544775324705,NA
97,1,4,QLD ($p$ known),1,0,1.422040519442231,1.6474721216499475,-1.8070048389916664,4.651085877876128,2
97,1,4,QLD ($p$ estimated),1,0,1.56247930069846,0.910707126790907,-0.22250666781171757,3.3474652692086377,1
98,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.768376470066729,0.1808690649201843,4.4138731028231675,5.12287983731029,NA
98,1,4,QLD ($p$ known),1,0,-0.8075057155832731,4.030969023759492,-8.708205002151876,7.09319357098533,2
98,1,4,QLD ($p$ estimated),1,0,-0.8075057155832731,4.030969023759492,-8.708205002151876,7.09319357098533,2
99,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.939109628616278,0.17934439657446705,4.5875946113303225,5.290624645902234,NA
99,1,4,QLD ($p$ known),1,0,-8.11348676142721,7.057265446078964,-21.945727035741974,5.7187535128875595,2
99,1,4,QLD ($p$ estimated),1,0,-7.616900862728317,5.394365607157209,-18.18985745275645,2.9560557272998116,1
100,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.852607596935679,0.17916934870376988,4.50143567347629,5.203779520395067,NA
100,1,4,QLD ($p$ known),1,0,0.14094387132129127,6.887516164320237,-13.358587810746371,13.640475553388956,2
100,1,4,QLD ($p$ estimated),1,0,0.14094387132129127,6.887516164320237,-13.358587810746371,13.640475553388956,2
101,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.926812609125908,0.18539221001657116,4.5634438774934285,5.290181340758387,NA
101,1,4,QLD ($p$ known),1,0,-1.0479086474458827,2.5034749330423804,-5.954719516208948,3.8589022213171824,2
101,1,4,QLD ($p$ estimated),1,0,-1.0479086474458827,2.5034749330423804,-5.954719516208948,3.8589022213171824,2
102,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,5.055121599073177,0.1840326256189812,4.694417652859974,5.4158255452863795,NA
102,1,4,QLD ($p$ known),1,0,-2.195431694705566,6.28572996562576,-14.515462427332054,10.124599037920923,2
102,1,4,QLD ($p$ estimated),1,0,24.905021713838043,0.4723889900142018,23.979139293410206,25.83090413426588,0
103,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.8571835155778045,0.1824987606319284,4.499485944739225,5.214881086416384,NA
103,1,4,QLD ($p$ known),1,0,-1.7180402068825282,1.6873962518578527,-5.02533686052392,1.589256446758863,2
103,1,4,QLD ($p$ estimated),1,0,-1.8532904152560343,1.44737786865686,-4.69015103782348,0.9835702073114108,1
104,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,5.1123165954871705,0.187733229881773,4.744359464918896,5.4802737260554455,NA
104,1,4,QLD ($p$ known),1,0,0.21039546087377045,3.593970876319824,-6.833787456713084,7.254578378460625,2
104,1,4,QLD ($p$ estimated),1,0,25.406350302124885,0.5293943741485443,24.36873732879374,26.44396327545603,0
105,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.907622787381504,0.16600974385902773,4.58224368941781,5.233001885345198,NA
105,1,4,QLD ($p$ known),1,0,8.172680605079393,31.342790868121384,-53.25918949643851,69.60455070659731,2
105,1,4,QLD ($p$ estimated),1,0,8.172680605079393,31.342790868121384,-53.25918949643851,69.60455070659731,2
106,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.9390678263069425,0.18235445042572657,4.581653103472519,5.296482549141366,NA
106,1,4,QLD ($p$ known),1,0,-2.0532959572077187,3.5815770067298103,-9.073186890398148,4.9665949759827095,2
106,1,4,QLD ($p$ estimated),1,0,-2.864272496013118,2.560590061336058,-7.883029016231792,2.1544840242055554,1
107,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.755293240034306,0.1674238392807534,4.42714251504403,5.083443965024583,NA
107,1,4,QLD ($p$ known),1,0,2.3820963208773533,3.069544020223594,-3.634209958760891,8.398402600515597,2
107,1,4,QLD ($p$ estimated),1,0,24.279044072031333,0.4325620284214718,23.431222496325248,25.126865647737414,0
108,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,5.1057555102665235,0.16620091361295847,4.780001719585125,5.431509300947922,NA
108,1,4,QLD ($p$ known),1,0,-3.997272796183777,4.2397932074885905,-12.307267482861414,4.31272189049386,2
108,1,4,QLD ($p$ estimated),1,0,-2.9183377450639396,1.6623647224799252,-6.176572601124593,0.3398971109967137,1
109,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,5.175007123980433,0.1775032039244366,4.8271008442885375,5.522913403672328,NA
109,1,4,QLD ($p$ known),1,0,0.4064362311306466,2.5388612169058025,-4.569731754004726,5.382604216266019,2
109,1,4,QLD ($p$ estimated),1,0,0.4064362311306466,2.5388612169058025,-4.569731754004726,5.382604216266019,2
110,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.710286325301132,0.18824848763714216,4.341319289532333,5.079253361069931,NA
110,1,4,QLD ($p$ known),1,0,6.540265279700269,6.8092797644479575,-6.805923058617727,19.886453618018265,2
110,1,4,QLD ($p$ estimated),1,0,6.540265279700269,6.8092797644479575,-6.805923058617727,19.886453618018265,2
111,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.85816961605054,0.16932280269190866,4.5262969227743985,5.190042309326681,NA
111,1,4,QLD ($p$ known),1,0,1.9219132210945995,2.032470724026053,-2.061729397996464,5.905555840185663,2
111,1,4,QLD ($p$ estimated),1,0,1.9219132210945995,2.032470724026053,-2.061729397996464,5.905555840185663,2
112,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.936905919852441,0.17776731205201274,4.5884819882304955,5.285329851474386,NA
112,1,4,QLD ($p$ known),1,0,-0.9168266965252893,1.9589864856332269,-4.7564402083664135,2.922786815315835,2
112,1,4,QLD ($p$ estimated),1,0,0.15623850208406623,1.439435433486963,-2.665054947550381,2.9775319517185137,1
113,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,5.0377112053161435,0.18172276456047368,4.681534586777615,5.393887823854672,NA
113,1,4,QLD ($p$ known),1,0,3.070274916165347,3.543634022970201,-3.8752477688562466,10.01579760118694,2
113,1,4,QLD ($p$ estimated),1,0,25.409672832519146,0.4649143205150345,24.498440764309677,26.320904900728618,0
114,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.9660622825740335,0.16893357190158004,4.634952481646937,5.29717208350113,NA
114,1,4,QLD ($p$ known),1,0,4.100520923849674,3.5000845678701955,-2.759644829175909,10.960686676875255,2
114,1,4,QLD ($p$ estimated),1,0,4.100520923849674,3.5000845678701955,-2.759644829175909,10.960686676875255,2
115,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.91360842677908,0.17896530849884126,4.562836422121351,5.264380431436808,NA
115,1,4,QLD ($p$ known),1,0,2.5395836750184433,1.1691411142952068,0.2480670909998377,4.831100259037049,2
115,1,4,QLD ($p$ estimated),1,0,2.5395836750184433,1.1691411142952068,0.2480670909998377,4.831100259037049,2
116,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,5.3906333926848875,0.1747654194476377,5.048093170567517,5.733173614802258,NA
116,1,4,QLD ($p$ known),1,0,5.955110679272048,4.347656232335947,-2.5662955361064075,14.476516894650503,2
116,1,4,QLD ($p$ estimated),1,0,2.015266107571126,1.7786101038568474,-1.470809695988295,5.501341911130547,1
117,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,5.029487124232722,0.1862913820961263,4.664356015324315,5.39461823314113,NA
117,1,4,QLD ($p$ known),1,0,1.8195377931496248,3.657792961899737,-5.349736412173859,8.988811998473107,2
117,1,4,QLD ($p$ estimated),1,0,1.8195377931496248,3.657792961899737,-5.349736412173859,8.988811998473107,2
118,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.4826206072935575,0.16918751055928533,4.1510130865973585,4.8142281279897565,NA
118,1,4,QLD ($p$ known),1,0,-4.264559347226447,7.776643149807017,-19.506779920848203,10.977661226395307,2
118,1,4,QLD ($p$ estimated),1,0,23.432466047796105,0.43207065843794207,22.585607557257735,24.27932453833447,0
119,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.8213302263868565,0.17836734336424942,4.471730233392927,5.170930219380786,NA
119,1,4,QLD ($p$ known),1,0,-3.1654439649039903,3.112295409209665,-9.265542966954932,2.9346550371469524,2
119,1,4,QLD ($p$ estimated),1,0,-3.1654439649039903,3.112295409209665,-9.265542966954932,2.9346550371469524,2
120,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.634114826186435,0.1855177214825311,4.270500092080674,4.997729560292196,NA
120,1,4,QLD ($p$ known),1,0,-3.8765540079352503,3.094504932345872,-9.94178367533316,2.1886756594626595,2
120,1,4,QLD ($p$ estimated),1,0,-3.8765540079352503,3.094504932345872,-9.94178367533316,2.1886756594626595,2
121,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.892001631274055,0.17206358169099434,4.5547570111597055,5.229246251388404,NA
121,1,4,QLD ($p$ known),1,0,-3.5142362239631693,7.861179367702092,-18.92214778465927,11.89367533673293,2
121,1,4,QLD ($p$ estimated),1,0,-3.5142362239631693,7.861179367702092,-18.92214778465927,11.89367533673293,2
122,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.945978638897599,0.15790386697918346,4.6364870596184,5.255470218176798,NA
122,1,4,QLD ($p$ known),1,0,-1.863330664215514,1.8819023639601271,-5.551859297577364,1.8251979691463351,2
122,1,4,QLD ($p$ estimated),1,0,-1.4878320969752952,1.4978728291146812,-4.423662842040071,1.4479986480894802,1
123,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,5.178117742513718,0.1777885833998235,4.829652119050064,5.526583365977372,NA
123,1,4,QLD ($p$ known),1,0,-4.339448900964952,5.705982686381736,-15.523174966273151,6.844277164343249,2
123,1,4,QLD ($p$ estimated),1,0,-3.730498603660679,2.5593807670101087,-8.746884907000492,1.2858876996791335,1
124,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.975635902783144,0.17122455744274573,4.640035770195362,5.311236035370926,NA
124,1,4,QLD ($p$ known),1,0,1.132448845472354,2.5597195680173295,-3.884601507841612,6.1494991987863195,2
124,1,4,QLD ($p$ estimated),1,0,1.132448845472354,2.5597195680173295,-3.884601507841612,6.1494991987863195,2
125,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.87283541475509,0.1773550818662651,4.52521945429721,5.22045137521297,NA
125,1,4,QLD ($p$ known),1,0,0.2501104326533303,3.343405388874521,-6.302964129540731,6.803184994847392,2
125,1,4,QLD ($p$ estimated),1,0,24.895372497308475,0.5242421083049746,23.867857965030726,25.922887029586224,0
126,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.651937456570186,0.18163241222445844,4.295937928610248,5.007936984530125,NA
126,1,4,QLD ($p$ known),1,0,-3.424998265982933,3.464109778512796,-10.214653431868014,3.364656899902148,2
126,1,4,QLD ($p$ estimated),1,0,-3.424998265982933,3.464109778512796,-10.214653431868014,3.364656899902148,2
127,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,5.042150263344119,0.1706260351311822,4.707723234487002,5.376577292201237,NA
127,1,4,QLD ($p$ known),1,0,0.8355790838277773,1.966997486222727,-3.0197359891687676,4.6908941568243225,2
127,1,4,QLD ($p$ estimated),1,0,25.721709184248684,0.5160885695579629,24.71017558791508,26.73324278058229,0
128,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.8688163237923074,0.17324484953673305,4.529256418700311,5.208376228884304,NA
128,1,4,QLD ($p$ known),1,0,-2.4259243244019095,2.1233136657362937,-6.587619109245045,1.7357704604412256,2
128,1,4,QLD ($p$ estimated),1,0,-2.184052347669397,1.89624984747142,-5.900702048713381,1.5325973533745865,1
129,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,5.324976840124406,0.17531232749338385,4.981364678237374,5.668589002011438,NA
129,1,4,QLD ($p$ known),1,0,-2.154650570202145,1.9379809858856465,-5.9530933025380115,1.6437921621337224,2
129,1,4,QLD ($p$ estimated),1,0,-1.9860611664702863,1.7304155055652697,-5.377675557378215,1.4055532244376414,1
130,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.766431139085997,0.17515690604846185,4.423123603231011,5.109738674940982,NA
130,1,4,QLD ($p$ known),1,0,0.7611474541324658,3.6278207113908496,-6.349381140193599,7.871676048458531,2
130,1,4,QLD ($p$ estimated),1,0,-0.46858748323658567,0.8929752263051752,-2.218818926794729,1.2816439603215577,1
131,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.991042236252748,0.1844399125770328,4.629540007601764,5.352544464903732,NA
131,1,4,QLD ($p$ known),1,0,2.8123810185923785,13.19700381233504,-23.0537464535843,28.678508490769055,2
131,1,4,QLD ($p$ estimated),1,0,-1.4970346819317804,2.068438868043766,-5.551174863297563,2.5571054994340017,1
132,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.978418036138049,0.18470599519852565,4.616394285548938,5.340441786727159,NA
132,1,4,QLD ($p$ known),1,0,-0.6875760181005938,3.084324255834753,-6.732851559536709,5.357699523335521,2
132,1,4,QLD ($p$ estimated),1,0,-0.6875760181005938,3.084324255834753,-6.732851559536709,5.357699523335521,2
133,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.977264074894893,0.17112577552039554,4.6418575548749175,5.312670594914868,NA
133,1,4,QLD ($p$ known),1,0,4.564457862950928,3.168435637821479,-1.645675987179171,10.774591713081026,2
133,1,4,QLD ($p$ estimated),1,0,25.6063521546224,0.49005763778419087,24.645839184565386,26.566865124679413,0
134,1,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.915768976809885,0.17518471338058228,4.572406938583944,5.259131015035827,NA
134,1,4,QLD ($p$ known),1,0,4.998492137925713,10.251327090309648,-15.094108959081195,25.09109323493262,2
134,1,4,QLD ($p$ estimated),1,0,-4.939493597337924,4.115101645211625,-13.005092821952708,3.1261056272768606,1
